ID,Control,Highest degree offered,,Admission rate (%),Admission yield (%),Admissions total,Applicants total,Tuition and fees 2013-14 ($),Full-time enrollment,Graduate enrollment,Part-time enrollment,Total enrollment,Undergraduate enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Geographic region,ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C0838,Private,Master's degree,,62,14,9338,15127,10068,5168,1032,4254,9422,8390,19,35,45,Southeast,,,,,,,,
C0839,Private,Doctoral degree,,74,44,352,477,26460,2695,322,485,3180,2858,22,29,29,New England,19,23,430,510,450,540,,
C0840,Private,Master's degree,,61,40,521,849,4990,115,410,295,410,0,6,17,22,Southeast,18,22,410,545,380,475,,
C0841,Private,Doctoral degree,,43,21,2114,4892,5714,1129,239,239,1368,1129,,,,Southeast,,,,,,,,
C0842,Private,Doctoral degree,,57,60,5355,9471,34670,3213,671,498,3711,3040,54,62,63,Mid East,21,26,480,590,450,560,470,590
C0843,Private,Doctoral degree,,52,33,3032,5883,8060,1796,64,381,2177,2113,46,54,56,Far West,,,,,,,,
C0844,Private,Doctoral degree,,78,17,3605,4651,42778,3589,1740,1097,4686,2946,39,57,57,Mid East,18,23,430,540,450,550,,
C0845,Private,Doctoral degree,,,,,,8100,5199,46,3108,8307,8261,17,36,43,New England,24,29,520,640,520,640,510,610
C0846,Private,Doctoral degree,,38,20,22812,60832,27922,3371,231,850,4221,3990,16,42,48,Southwest,16,22,390,500,380,510,,
C0847,Private,Bachelor's degree,,81,46,1639,2023,7873,5204,2005,3238,8442,6437,32,44,49,New England,19,25,413,565,433,530,,
C0848,Private,Doctoral degree,,45,62,1995,4449,7125,9270,5664,1055,10325,4661,,,,Plains,19,24,440,540,450,550,,
C0849,Private,Doctoral degree,,74,23,2425,3272,27916,3890,2428,537,4427,1999,10,23,30,Southwest,19,25,432,550,515,595,400,570
C0850,Private,Master's degree,,49,17,7178,14693,43910,3601,690,619,4220,3530,48,62,64,Great Lakes,20,25,440,540,540,580,,
C0851,Private,Doctoral degree,,81,22,4580,5689,44530,3710,86,631,4341,4255,33,48,48,Rocky Mountains,22,29,480,590,550,660,470,590
C0852,Private,Doctoral degree,,63,16,1491,2356,8525,5121,799,1244,6365,5566,88,91,93,Plains,23,27,470,610,510,610,,
C0853,Private,Doctoral degree,,,,,,6188,14803,5507,5203,20006,14499,24,40,45,New England,,,,,,,,
C0854,Private,Master's degree,,70,36,467,665,22950,2444,1147,1584,4028,2881,49,64,68,Great Lakes,29,33,660,760,650,750,670,760
C0855,Private,Master's degree,,55,39,424,770,18454,1041,909,819,1860,951,17,23,26,Plains,,,470,570,480,600,450,560
C0856,Private,Master's degree,,,,,,24770,1225,92,84,1309,1217,37,54,57,Far West,17,23,430,520,430,530,410,510
C0857,Private,Master's degree,,64,35,595,933,10700,281,55,63,344,289,61,65,66,Great Lakes,22,27,510,620,510,630,,
C0858,Private,Master's degree,,,,,,14240,1749,467,456,2205,1738,27,45,48,New England,,,,,,,,
C0859,Private,Master's degree,,75,33,725,970,43683,734,301,99,833,532,54,68,70,New England,,,,,,,,
C0860,Private,Master's degree,,96,82,201,209,6143,1912,624,1144,3056,2432,25,39,44,Great Lakes,,,,,,,,
C0861,Private,Master's degree,,78,15,1614,2081,32613,703,2,1143,1846,1844,28,38,39,Far West,,,,,,,,
C0862,Private,Master's degree,,56,31,525,941,34950,80,0,0,80,80,6,17,26,Southeast,19,25,500,630,460,570,,
C0863,Private,Doctoral degree,,83,48,684,827,44841,5205,426,527,5732,5306,30,53,59,Mid East,19,25,432,532,450,565,425,513
C0864,Private,Doctoral degree,,71,6,2158,3033,22000,907,397,633,1540,1143,8,23,29,Mid East,29,33,660,750,680,770,660,750
C0865,Public,Bachelor's degree,,49,24,5463,11256,34600,1654,217,159,1813,1596,61,65,66,Plains,22,27,480,610,500,630,,
C0866,Public,Bachelor's degree,,56,18,3145,5583,8745,4123,1912,2402,6525,4613,28,43,45,Great Lakes,15,19,363,470,370,450,,
C0867,Public,Bachelor's degree,,71,20,1990,2789,4770,6548,2179,2775,9323,7144,40,48,48,Rocky Mountains,18,24,410,520,430,590,,
C0868,Public,Bachelor's degree,,64,14,3627,5695,27465,536,0,255,791,791,18,31,36,Great Lakes,23,27,420,520,370,440,,
C0869,Public,Bachelor's degree,,66,43,4058,6120,29000,27282,7072,11033,38315,31243,47,56,58,Southeast,18,24,390,510,430,550,390,510
C0870,Public,Bachelor's degree,,68,19,1485,2197,33209,3037,3861,4709,7746,3885,44,54,56,Southeast,20,25,450,570,450,560,,
C0871,Public,Doctoral degree,,75,28,1476,1962,29664,494,107,1924,2418,2311,10,22,27,Southeast,17,18,420,430,430,440,420,430
C0872,Public,Doctoral degree,,26,20,7961,30122,12610,1285,6,82,1367,1361,79,86,86,Southeast,30,33,620,710,650,740,640,730
C0873,Public,Doctoral degree,,53,42,2843,5401,6516,79,0,18,97,97,26,46,53,Mid East,26,30,550,650,600,700,540,650
C0874,Public,Doctoral degree,,90,40,2289,2536,9738,1305,0,1534,2839,2839,30,54,57,Southeast,25,30,520,640,640,740,520,640
C0875,Public,Doctoral degree,,63,27,6160,9755,10614,3059,56,148,3207,3151,30,49,51,Far West,20,26,460,570,460,580,,
C0876,Public,Master's degree,,43,64,480,1125,6744,25797,14246,6614,32411,18165,86,92,93,Plains,21,27,470,580,490,600,450,560
C0877,Public,Master's degree,,82,46,2729,3322,5372,9900,976,4541,14441,13465,22,30,34,Southeast,21,27,458,593,470,583,,
C0878,Public,Master's degree,,28,50,1134,4094,7230,896,338,718,1614,1276,47,52,52,Plains,20,25,420,520,440,550,,
C0879,Public,Master's degree,,70,45,8510,12230,8750,11965,5922,792,12757,6835,16,29,30,Plains,,,,,,,,
C0880,Public,Master's degree,,85,17,3910,4588,31580,2335,2923,2320,4655,1732,17,47,56,Mid East,22,27,500,610,510,620,500,610
C0881,Public,Master's degree,,68,29,1813,2649,7449,2647,2417,1934,4581,2164,25,36,37,Mid East,,,,,,,,
C0882,Public,Master's degree,,54,45,258,478,43114,3997,372,925,4922,4550,,,,Southeast,22,27,490,590,510,610,,
C0883,Public,Master's degree,,47,30,1747,3732,42852,1288,129,322,1610,1481,19,39,43,Far West,19,24,550,640,500,600,530,610
C0884,Public,Master's degree,,59,53,5044,8506,6276,27114,3358,4009,31123,27765,39,48,53,Great Lakes,23,28,520,640,520,650,,
C0885,Public,Master's degree,,,,,,7726,1726,0,3044,4770,4770,24,27,32,Mid East,21,25,410,540,440,570,415,520
C0886,Public,Master's degree,,,,,,25716,996,9,104,1100,1091,72,89,91,Southwest,,,,,,,,
C0887,Public,Master's degree,,,,,,6766,9390,2860,1445,10835,7975,76,92,96,Southwest,21,27,390,550,470,610,420,530
C0888,Public,Master's degree,,55,18,2967,5401,15840,1732,912,1280,3012,2100,39,58,61,Mid East,27,31,570,670,610,700,580,690
C0889,Public,Master's degree,,55,25,4896,8912,25450,2672,452,561,3233,2781,70,75,75,Mid East,22,26,500,600,530,630,,
C0890,Public,Master's degree,,41,38,1727,4183,9904,5802,1195,2898,8700,7505,90,94,95,Southeast,15,19,370,470,360,450,,
C0891,Private,Doctoral degree,,80,18,4880,6124,30800,1960,106,439,2399,2293,56,63,64,Southeast,,,,,,,,
C0892,Private,Doctoral degree,,76,42,2333,3075,8706,965,82,23,988,906,37,53,55,Far West,19,25,450,570,460,600,430,560
C0893,Private,Doctoral degree,,96,21,218,226,23760,8527,2488,416,8943,6455,28,41,41,Rocky Mountains,19,24,430,510,450,540,,
C0894,Private,Master's degree,,64,20,2598,4082,8074,29498,5312,5254,34752,29440,9,19,28,Plains,21,26,,,460,620,430,580
C0895,Private,Bachelor's degree,,23,39,842,3585,17530,18795,4751,9053,27848,23097,35,44,45,Far West,,,,,,,,
C0896,Public,Master's degree,,68,32,359,528,15250,2953,384,630,3583,3199,45,59,63,Southeast,28,32,590,700,610,710,580,690
C0897,Private,Doctoral degree,,40,88,218,545,34120,1469,0,10,1479,1479,35,54,56,Plains,21,26,,,,,,
C0898,Private,Master's degree,,63,21,15967,25155,5437,1725,698,481,2206,1508,50,58,60,Great Lakes,19,24,500,600,520,620,510,610
C0899,Private,Master's degree,,56,11,2455,4403,22430,442,11,28,470,459,71,75,76,Mid East,24,29,540,640,540,640,520,630
C0900,Private,Bachelor's degree,,75,27,744,993,13464,2025,458,508,2533,2075,39,52,54,Great Lakes,20,25,470,570,475,580,,
C0901,Private,Doctoral degree,,55,21,2153,3906,12093,2544,430,711,3255,2825,44,65,69,Great Lakes,20,26,495,613,465,550,440,580
C0902,Public,Doctoral degree,,,,,,15840,29398,5296,3557,32955,27659,23,35,38,Great Lakes,18,24,440,550,460,590,,
C0903,Private,Master's degree,,53,10,27449,51634,9992,9045,1780,2489,11534,9754,30,50,54,Southeast,,,,,,,,
C0904,Private,Bachelor's degree,,74,66,522,709,27380,2225,0,21,2246,2246,18,19,19,Southeast,21,27,500,620,550,610,450,580
C0905,Private,Bachelor's degree,,,,,,22370,1507,0,36,1543,1543,61,67,67,Mid East,19,25,,,370,580,420,540
C0906,Private,Bachelor's degree,,66,35,1869,2836,26830,8770,348,891,9661,9313,15,26,29,Plains,17,21,410,500,410,500,,
C0907,Private,Doctoral degree,,95,34,743,783,6086,875,0,132,1007,1007,12,21,27,Rocky Mountains,,,,,,,,
C0908,Private,Master's degree,,87,15,4203,4827,24666,1232,0,370,1602,1602,22,34,35,Mid East,,,,,,,,
C0909,Private,Master's degree,,,,,,9376,1964,0,65,2029,2029,16,31,39,Great Lakes,15,19,380,470,380,470,,
C0910,Private,Bachelor's degree,,44,19,24556,55258,28644,1446,0,12,1458,1458,72,76,76,Southeast,19,24,460,550,460,560,440,540
C0911,Private,Doctoral degree,,68,16,2625,3838,6456,3091,299,114,3205,2906,23,32,33,Mid East,16,22,420,510,420,520,,
C0912,Public,Doctoral degree,,40,47,15335,38161,22790,323,309,308,631,322,67,74,76,Southeast,21,26,420,530,430,500,380,510
C0913,Public,Master's degree,,80,35,1263,1581,16972,9008,3934,896,9904,5970,28,45,48,Southeast,18,23,430,540,440,540,,
C0914,Private,Doctoral degree,,72,25,1146,1594,8985,1809,0,21,1830,1830,22,34,39,Great Lakes,18,24,410,540,420,540,400,520
C0915,Public,Doctoral degree,,68,32,529,783,44670,34882,8381,6027,40909,32528,41,48,53,Southeast,22,27,510,600,520,610,500,600
C0916,Private,Doctoral degree,,76,41,5054,6610,45890,2903,1080,1552,4455,3375,37,59,64,Plains,16,22,400,480,400,500,380,470
C0917,Private,Master's degree,,72,41,10435,14396,22892,5375,378,785,6160,5782,0,20,20,Southeast,19,23,450,550,475,570,,
C0918,Private,Bachelor's degree,,,,,,9763,7272,919,1186,8458,7539,,,,New England,22,27,500,600,510,610,510,610
C0919,Private,Doctoral degree,,,,,,5693,3602,616,124,3726,3110,29,37,39,Great Lakes,,,,,,,,
C0920,Private,Bachelor's degree,,36,28,329,904,46598,6937,271,6820,13757,13486,15,31,38,Mid East,22,26,450,550,500,580,,
C0921,Private,Bachelor's degree,,88,41,2512,2848,44605,8473,1652,2794,11267,9615,53,58,61,Mid East,22,27,500,600,500,578,490,590
C0922,Private,Master's degree,,87,31,756,870,7498,2587,2098,2550,5137,3039,50,61,63,Southeast,19,24,450,550,450,560,,
C0923,Private,Bachelor's degree,,53,21,8327,15719,15463,3988,1714,419,4407,2693,28,46,51,Plains,16,23,360,470,360,475,360,455
C0924,Private,Master's degree,,51,69,571,1111,42920,1211,12,99,1310,1298,30,51,54,Rocky Mountains,25,31,550,670,590,710,550,680
C0925,Private,Master's degree,,39,29,2034,5174,41392,4711,1885,2765,7476,5591,65,83,87,New England,19,26,430,540,420,540,,
C0926,Private,Master's degree,,18,37,11108,61717,6089,14493,4258,8954,23447,19189,45,51,52,Southeast,19,25,440,540,410,555,450,660
C0927,Private,Master's degree,,78,26,1761,2268,29448,1663,410,75,1738,1328,13,28,32,Great Lakes,18,22,430,480,450,530,,
C0928,Private,Bachelor's degree,,76,46,8411,11064,6059,4107,1171,1129,5236,4065,19,31,36,Mid East,,,,,,,,
C0929,Public,Doctoral degree,,44,30,3281,7493,25450,6936,2415,1767,8703,6288,41,58,60,Southeast,22,28,520,650,510,650,,
C0930,Public,Master's degree,,49,28,1489,3061,6536,609,0,71,680,680,28,36,38,Mid East,18,24,,,,,,
C0931,Public,Doctoral degree,,80,29,4255,5329,7174,2280,0,24,2304,2304,59,71,73,Southwest,22,28,515,655,485,630,,
C0932,Public,Doctoral degree,,83,54,3076,3702,16094,874,174,311,1185,1011,39,47,50,Southeast,17,23,420,520,440,560,410,530
C0933,Public,Doctoral degree,,35,31,3915,11121,33150,7256,1163,1661,8917,7754,19,25,27,Far West,20,24,440,510,520,540,,
C0934,Public,Doctoral degree,,41,21,6654,16150,13494,714,69,165,879,810,52,60,62,Mid East,27,31,590,680,610,700,,
C0935,Public,Doctoral degree,,85,16,3151,3689,33120,453,0,27,480,480,8,33,48,Southwest,18,22,440,540,450,550,430,530
C0936,Private,Bachelor's degree,,96,21,270,282,46600,7904,983,9459,17363,16380,47,63,65,Mid East,17,22,420,520,420,530,380,480
C0937,Public,Doctoral degree,,,,,,7218,1291,0,148,1439,1439,28,65,70,Southeast,16,20,350,450,323,448,343,420
C0938,Private,Bachelor's degree,,69,28,10582,15354,27368,454,0,181,635,635,,,,Mid East,22,27,490,610,500,610,500,610
C0939,Public,Master's degree,,70,62,322,458,7316,1848,1602,2643,4491,2889,37,49,52,Southeast,31,34,670,760,700,790,670,770
C0940,Private,Master's degree,,44,43,389,883,6216,8052,729,1068,9120,8391,18,34,38,Southeast,,,,,,,,
C0941,Private,Master's degree,,67,18,6004,8969,35380,2328,4,44,2372,2368,23,32,35,Southwest,15,18,350,440,360,440,340,430
C0942,Private,Bachelor's degree,,70,32,1220,1740,6772,11549,1678,3303,14852,13174,28,49,52,Great Lakes,25,28,540,620,620,680,,
C0943,Private,Bachelor's degree,,94,44,418,446,20060,21528,7200,65,21593,14393,83,89,90,Mid East,,,,,,,,
C0944,Private,Master's degree,,66,28,2465,3716,8060,2942,617,179,3121,2504,66,74,76,Plains,,,,,,,,
C0945,Private,Master's degree,,77,39,1265,1640,8710,2288,699,761,3049,2350,52,61,62,Plains,28,32,600,700,630,720,590,690
C0946,Private,Master's degree,,73,38,11721,16002,23500,9597,1813,1146,10743,8930,39,53,54,Mid East,21,27,470,570,500,620,,
C0947,Private,Doctoral degree,,66,17,1870,2842,23900,3201,320,261,3462,3142,37,59,65,Rocky Mountains,28,32,600,700,660,760,610,700
C0948,Private,Master's degree,,59,22,625,1058,32470,16053,5324,5085,21138,15814,50,55,57,New England,24,29,520,630,540,650,,
C0949,Private,Doctoral degree,,77,19,9900,12885,28200,4017,200,182,4199,3999,78,81,81,Plains,20,26,460,560,470,590,,
C0950,Public,Doctoral degree,,55,27,1879,3397,31120,1301,653,1205,2506,1853,76,88,89,Great Lakes,,,,,,,,
C0951,Public,Doctoral degree,,62,28,3805,6126,31760,1774,1047,2625,4399,3352,47,57,58,Mid East,27,32,600,710,610,760,620,720
C0952,Public,Bachelor's degree,,75,23,2373,3148,8130,184,443,259,443,0,60,73,74,Southeast,20,24,470,550,470,550,460,540
C0953,Private,Doctoral degree,,66,50,297,451,24150,41152,15427,2558,43710,28283,77,82,84,Plains,21,24,460,550,480,590,450,550
C0954,Private,Doctoral degree,,83,93,183,221,37600,1024,0,83,1107,1107,30,39,41,Far West,22,26,510,630,513,610,483,610
C0955,Public,Bachelor's degree,,55,20,1439,2623,7140,1447,284,390,1837,1553,9,22,29,Great Lakes,19,24,460,563,417,513,,
C0956,Public,Master's degree,,92,23,1972,2139,2700,985,49,219,1204,1155,70,80,82,Plains,21,26,460,590,477,622,,
C0957,Public,Doctoral degree,,89,53,2812,3150,24550,2423,0,26,2449,2449,18,27,27,Great Lakes,,,,,,,,
C0958,Public,Doctoral degree,,81,47,2057,2542,26328,1265,0,34,1299,1299,18,33,40,Southeast,19,24,420,540,440,540,,
C0959,Public,Master's degree,,50,53,1610,3197,40117,2006,0,164,2170,2170,51,56,57,Far West,22,29,520,640,540,640,,
C0960,Public,Doctoral degree,,65,36,8500,13012,27082,3222,0,333,3555,3555,63,70,70,New England,20,26,420,550,450,550,,
C0961,Private,Doctoral degree,,,,,,27830,1881,7,41,1922,1915,26,42,46,Southeast,23,28,500,600,520,630,,
C0962,Private,Master's degree,,60,35,18230,30631,6186,2065,683,274,2339,1656,50,74,78,Southwest,,,480,580,520,620,,
C0963,Private,Master's degree,,82,50,169,205,37024,575,19,192,767,748,25,32,35,Southeast,20,25,450,550,480,570,,
C0964,Public,Doctoral degree,,70,26,845,1214,8100,8231,1908,5095,13326,11418,85,87,87,Far West,20,25,460,570,450,560,,
C0965,Private,Doctoral degree,,74,31,3017,4074,29500,1088,231,167,1255,1024,15,43,52,New England,,,,,,,,
C0966,Private,Doctoral degree,,68,51,2754,4051,3232,447,591,144,591,0,71,74,74,Plains,20,25,,,,,,
C0967,Private,Doctoral degree,,43,61,183,422,28970,8183,2430,4405,12588,10158,33,38,38,Great Lakes,16,20,390,470,380,480,380,470
C0968,Public,Master's degree,,81,34,3299,4055,23696,16957,5009,7871,24828,19819,19,33,36,Southeast,,,,,,,,
C0969,Public,Doctoral degree,,,,,,14864,11155,657,14000,25155,24498,69,80,82,Great Lakes,24,29,540,640,570,670,530,640
C0970,Private,Master's degree,,64,35,7632,11929,22684,470,3,36,506,503,24,38,42,Mid East,21,27,500,640,470,580,,
C0971,Public,Doctoral degree,,82,29,6367,7785,10650,11798,2681,2831,14629,11948,15,28,33,Southeast,22,28,480,610,500,640,480,610
C0972,Private,Doctoral degree,,73,19,1149,1570,5701,851,0,114,965,965,43,54,55,Southeast,27,31,540,660,610,720,550,660
C0973,Private,Master's degree,,97,18,1342,1385,15630,1643,0,71,1714,1714,49,64,67,Plains,,,400,490,410,510,,
C0974,Private,Bachelor's degree,,33,75,1441,4367,38670,13250,2134,2595,15845,13711,23,40,45,Mid East,17,21,420,520,420,520,410,490
C0975,Private,Doctoral degree,,48,56,976,2046,21680,1750,674,786,2536,1862,41,52,55,Southwest,,,440,530,450,550,430,540
C0976,Private,Master's degree,,97,39,677,700,9908,5020,1825,3903,8923,7098,63,74,75,Far West,18,24,480,570,470,570,470,560
C0977,Private,Master's degree,,72,35,778,1074,17300,1726,166,284,2010,1844,41,53,55,Southwest,,,,,,,,
C0978,Private,Master's degree,,72,38,5027,6982,27684,726,5,116,842,837,39,55,67,Plains,19,24,450,550,460,560,430,540
C0979,Public,Bachelor's degree,,61,18,2497,4079,41686,19318,7639,14011,33329,25690,48,52,53,Mid East,19,25,,,,,,
C0980,Public,Doctoral degree,,85,47,802,940,7713,817,0,7,824,824,54,64,65,Southwest,21,27,483,620,500,648,480,610
C0981,Private,Bachelor's degree,,58,19,592,1014,13142,1977,2204,3056,5033,2829,5,11,11,Southeast,18,22,405,495,370,480,370,470
C0982,Private,Master's degree,,79,36,9799,12414,9308,1392,424,1337,2729,2305,28,31,31,Far West,20,25,450,570,460,580,455,570
C0983,Private,Master's degree,,62,28,1318,2140,11144,9968,1779,2191,12159,10380,21,40,45,Great Lakes,20,28,480,620,490,630,,
C0984,Private,Master's degree,,78,18,1902,2440,44790,9949,3651,3458,13407,9756,18,38,46,Southeast,20,26,440,560,420,550,420,530
C0985,Private,Master's degree,,61,53,1571,2591,15218,301,0,1279,1580,1580,35,56,60,Plains,,,,,,,,
C0986,Public,Doctoral degree,,53,28,5682,10635,12112,1086,51,161,1247,1196,18,27,27,Southeast,20,25,450,550,470,580,,
C0987,Private,Master's degree,,90,54,1419,1570,10227,761,155,605,1366,1211,17,36,44,Mid East,20,24,460,563,450,550,448,550
C0988,Private,Master's degree,,52,40,712,1359,18430,5188,1499,602,5790,4291,13,28,31,Great Lakes,29,32,640,733,640,720,660,750
C0989,Private,Doctoral degree,,48,22,5937,12347,9415,914,435,411,1325,890,31,37,39,Great Lakes,20,24,490,590,490,570,480,570
C0990,Private,Master's degree,,73,22,1766,2416,6940,1582,28,36,1618,1590,59,67,68,Southwest,23,28,500,610,530,650,,
C0991,Private,Master's degree,,73,39,2021,2765,5436,805,0,113,918,918,16,35,43,Far West,23,28,475,610,480,625,460,575
C0992,Private,Master's degree,,86,18,2291,2658,25520,12078,6696,1954,14032,7336,33,46,46,Great Lakes,19,24,475,540,500,560,,
C0993,Private,Master's degree,,68,33,2888,4236,29000,1123,33,89,1212,1179,31,36,40,Mid East,30,34,640,740,680,780,650,750
C0994,Private,Doctoral degree,,41,29,1657,4009,14220,856,104,314,1170,1066,42,63,64,Mid East,21,26,470,560,470,580,460,560
C0995,Public,Master's degree,,,,,,14120,41118,12247,3824,44942,32695,24,40,43,Southeast,14,17,,,,,,
C0996,Public,Master's degree,,83,29,13027,15745,8206,5783,14376,12121,17904,3528,42,42,44,Far West,16,21,410,490,420,510,400,490
C0997,Public,Master's degree,,70,26,8092,11509,36160,723,12,406,1129,1117,52,63,64,Southeast,25,31,550,660,620,730,580,690
C0998,Public,Master's degree,,,,,,7878,10759,2621,3091,13850,11229,11,20,26,Rocky Mountains,17,23,430,530,420,530,,
C0999,Public,Doctoral degree,,79,62,1666,2097,16234,4831,600,448,5279,4679,9,9,9,Southeast,18,25,430,550,400,510,410,540
C1000,Public,Doctoral degree,,60,23,2708,4543,19920,1308,17,433,1741,1724,36,53,55,Far West,,,,,,,,
C1001,Private,Bachelor's degree,,78,28,994,1276,14750,549,43,531,1080,1037,19,38,44,Southwest,20,25,,,,,,
C1002,Private,Doctoral degree,,70,33,1755,2510,22272,13264,2955,8717,21981,19026,83,85,86,Southeast,,,,,,,,
C1003,Private,Master's degree,,,,,,25934,2815,515,691,3506,2991,46,50,54,Southwest,22,27,490,620,500,630,490,610
C1004,Public,Master's degree,,66,14,2486,3789,8585,898,927,755,1653,726,10,34,52,Rocky Mountains,18,24,,,,,,
C1005,Private,Master's degree,,65,21,1755,2698,17744,578,141,777,1355,1214,50,64,68,Great Lakes,18,24,370,435,395,455,,
C1006,Private,Master's degree,,80,17,1854,2324,18330,690,0,11,701,701,69,81,81,Southeast,18,24,420,505,400,525,400,520
C1007,Public,Doctoral degree,,78,21,2835,3647,38930,2323,0,125,2448,2448,50,56,58,Plains,19,23,450,530,460,550,,
C1008,Private,Doctoral degree,,71,48,4175,5867,32142,849,0,29,878,878,27,39,40,New England,17,22,385,490,385,505,370,485
C1009,Private,Master's degree,,18,36,3869,21336,3850,10068,2180,2380,12448,10268,12,24,31,Great Lakes,,,,,,,,
C1010,Private,Doctoral degree,,50,39,334,662,24642,6102,1409,813,6915,5506,20,35,41,Plains,18,21,420,530,420,520,430,530
C1011,Private,Doctoral degree,,71,17,3573,5047,7182,16021,1813,1817,17838,16025,60,68,69,Southeast,28,32,610,730,610,693,608,700
C1012,Private,Master's degree,,89,32,461,519,16100,1449,0,453,1902,1902,33,59,66,New England,19,23,460,550,450,540,,
C1013,Private,Master's degree,,51,61,244,475,33990,44639,6530,1976,46615,40085,24,36,39,Great Lakes,,,,,,,,
C1014,Private,Master's degree,,53,35,1290,2424,6118,4184,846,3247,7431,6585,19,39,44,Great Lakes,18,25,450,590,470,610,,
C1015,Private,Bachelor's degree,,46,19,20071,44006,44490,7537,697,1381,8918,8221,3,7,15,Southeast,,,450,580,450,560,430,560
C1016,Public,Doctoral degree,,,,,,32660,697,565,855,1552,987,15,36,41,Southwest,22,26,490,620,510,610,490,590
C1017,Private,Doctoral degree,,68,17,1242,1827,7578,552,0,27,579,579,64,73,74,New England,23,28,540,630,540,640,,
C1018,Public,Doctoral degree,,100,30,762,763,29124,164,23,79,243,220,,,,Great Lakes,21,28,490,630,510,680,,
C1019,Private,Bachelor's degree,,42,16,7713,18418,38754,5641,1031,1136,6777,5746,63,71,71,Great Lakes,17,22,410,520,410,520,410,520
C1020,Private,Master's degree,,82,16,10758,13142,25430,5034,1550,2018,7052,5502,40,58,61,Great Lakes,18,22,400,490,410,510,385,490
C1021,Private,Master's degree,,51,39,882,1734,30715,673,207,181,854,647,57,74,77,Great Lakes,26,31,580,670,590,690,570,680
C1022,Public,Master's degree,,,,,,14490,1684,3682,3602,5286,1604,9,20,24,Southeast,20,23,410,530,420,555,390,510
C1023,Public,Master's degree,,77,23,3967,5120,8634,46733,11240,0,46733,35493,,,,Plains,,,,,,,,
C1024,Public,Master's degree,,,,,,45760,1039,22,124,1163,1141,16,32,41,Mid East,,,,,,,,
C1025,Public,Doctoral degree,,84,45,6597,7857,25180,858,84,82,940,856,26,60,67,Plains,15,20,400,490,390,490,390,490
C1026,Public,Doctoral degree,,82,41,3703,4507,8423,6832,0,2887,9719,9719,12,21,25,Great Lakes,20,24,,,,,,
C1027,Public,Master's degree,,15,44,597,4115,8582,1907,499,333,2240,1741,14,35,42,Far West,23,29,520,630,520,640,,
C1028,Private,Master's degree,,75,37,396,531,28122,3907,1540,1240,5147,3607,63,63,63,Southeast,,,,,,,,
C1029,Public,Bachelor's degree,,13,42,4077,30374,45874,2517,0,7,2524,2524,13,32,32,Plains,23,29,520,620,510,640,500,620
C1030,Public,Doctoral degree,,24,39,1267,5243,28630,2125,0,36,2161,2161,20,43,49,Mid East,18,24,475,545,430,530,,
C1031,Private,Master's degree,,70,37,523,750,8976,14138,2823,5915,20053,17230,59,68,68,Southeast,24,30,520,630,560,690,520,630
C1032,Private,Doctoral degree,,36,21,2123,5980,,16755,1508,448,17203,15695,,,,Plains,,,,,,,,
C1033,Public,Doctoral degree,,51,19,1596,3128,41538,13336,2397,1577,14913,12516,18,28,30,Rocky Mountains,,,,,,,,
C1034,Private,Doctoral degree,,88,30,19710,22473,,651,17,157,808,791,57,67,69,Southwest,,,,,,,,
C1035,Public,Bachelor's degree,,61,17,1569,2560,6357,6148,2165,948,7096,4931,22,39,46,Southwest,,,,,,,,
C1036,Private,Master's degree,,100,83,460,462,10600,6562,489,161,6723,6234,22,37,38,Southeast,,,,,,,,
C1037,Public,Bachelor's degree,,61,18,995,1629,6160,16436,3427,11376,27812,24385,89,92,93,Mid East,26,30,560,680,570,670,570,690
C1038,Public,Master's degree,,19,38,3471,18419,8542,3787,2160,2246,6033,3873,70,79,80,Southwest,21,27,490,590,490,600,,
C1039,Private,Master's degree,,59,39,11076,18908,31334,5382,1143,2774,8156,7013,59,81,83,Southeast,17,24,430,520,410,530,410,510
C1040,Public,Doctoral degree,,55,55,3148,5701,7546,1221,98,379,1600,1502,23,30,48,Mid East,19,25,452,620,450,560,,
C1041,Private,Doctoral degree,,77,21,1498,1949,5963,5177,1063,1359,6536,5473,33,52,57,New England,25,30,520,650,580,710,530,640
C1042,Private,Doctoral degree,,73,12,2478,3378,20650,2680,813,428,3108,2295,28,28,28,Far West,,,,,,,,
C1043,Public,Master's degree,,59,18,1209,2040,6559,1650,727,636,2286,1559,24,41,49,Southeast,23,28,500,630,510,610,500,610
C1044,Private,Doctoral degree,,78,22,2093,2697,24778,10699,2772,3209,13908,11136,87,92,93,Southeast,19,23,380,450,400,480,360,440
C1045,Private,Doctoral degree,,54,44,292,540,31500,2224,1294,1466,3690,2396,26,37,39,Mid East,14,18,,,,,,
C1046,Private,Bachelor's degree,,34,44,937,2728,23900,8428,5543,6630,15058,9515,,,,Great Lakes,24,29,550,640,550,650,540,650
C1047,Private,Master's degree,,20,30,1643,8250,14400,2413,0,53,2466,2466,28,39,41,Mid East,,,,,,,,
C1048,Private,Master's degree,,66,37,586,885,47642,1087,439,532,1619,1180,11,20,23,Far West,,,,,,,,
