ID,Control,Highest degree offered,,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Tuition and fees 2013-14 ($),Geographic region,Total enrollment,Admission rate (%),Receiving financial aid (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C1105,Private,Doctoral degree,,34,53,56,5938,Mid East,346,54,96,,,,,,,,
C1106,Public,Master's degree,,25,47,51,27930,Far West,6034,59,100,,,,,,,,
C1107,Public,Master's degree,,25,37,41,12097,Southeast,11247,53,90,19,24,440,560,450,570,420,560
C1108,Private,Bachelor's degree,,21,37,42,,Rocky Mountains,7098,,,,,,,,,,
C1109,Public,Master's degree,,24,34,37,33480,Southeast,38325,82,92,20,25,450,550,480,560,430,530
C1110,Private,Doctoral degree,,59,67,68,7400,Mid East,1386,53,87,17,20,420,520,410,530,410,510
C1111,Private,Doctoral degree,,64,64,64,28932,Southeast,1833,78,100,,,,,,,,
C1112,Private,Master's degree,,14,19,27,13388,Plains,2285,79,78,19,24,440,550,450,560,420,530
C1113,Public,Master's degree,,22,40,43,5415,Southeast,9313,85,99,15,19,380,480,370,480,,
C1114,Private,Doctoral degree,,24,47,53,8550,Mid East,6820,71,82,26,30,550,690,620,740,570,670
C1115,Private,Master's degree,,51,65,67,7083,Mid East,2422,,73,23,28,500,620,540,650,520,630
C1116,Private,Master's degree,,21,35,41,5514,New England,5250,67,93,,,450,540,470,560,,
C1117,Private,Bachelor's degree,,25,58,63,9960,Great Lakes,7376,99,97,,,,,,,,
C1118,Private,Doctoral degree,,55,61,62,36020,Southeast,1898,70,97,28,32,630,720,600,690,630,730
C1119,Public,Master's degree,,45,63,66,6972,Southeast,6436,73,63,18,22,440,520,430,510,420,510
C1120,Public,Master's degree,,22,42,50,11681,Plains,40621,26,90,19,24,450,550,440,560,440,540
C1121,Public,Master's degree,,36,54,58,19200,Mid East,13307,71,100,,,,,,,,
C1122,Public,Bachelor's degree,,36,47,48,,Plains,2314,69,,17,22,410,540,410,540,,
C1123,Public,Bachelor's degree,,74,86,87,8160,Far West,4057,52,100,21,26,490,580,500,600,480,580
C1124,Public,Bachelor's degree,,36,48,51,7222,Mid East,2993,45,87,23,28,500,610,490,600,500,600
C1125,Public,Bachelor's degree,,56,68,69,26740,Southeast,2661,88,100,22,28,500,620,490,620,490,600
C1126,Public,Bachelor's degree,,31,44,46,12584,Mid East,14035,67,93,27,31,600,690,600,700,610,700
C1127,Public,Bachelor's degree,,32,57,63,11902,New England,911,70,83,20,25,460,580,460,570,445,560
C1128,Public,Bachelor's degree,,35,50,53,7816,Plains,1356,60,86,28,32,640,740,630,720,620,720
C1129,Public,Doctoral degree,,22,40,46,18740,Great Lakes,2619,62,99,21,27,480,600,470,570,,
C1130,Public,Bachelor's degree,,13,29,36,35240,Great Lakes,1230,74,100,30,33,660,750,650,740,660,750
C1131,Public,Bachelor's degree,,24,35,38,23938,Southeast,11358,49,97,,,,,,,,
C1132,Public,Bachelor's degree,,8,30,36,38952,Far West,2762,57,100,32,34,700,760,720,790,700,770
C1133,Public,Bachelor's degree,,22,52,58,21200,Mid East,20743,68,100,18,25,420,550,440,580,380,560
C1134,Public,Doctoral degree,,65,69,70,8256,Mid East,3027,64,92,19,26,472,590,460,547,,
C1135,Public,Master's degree,,33,47,48,29377,Mid East,5195,38,98,15,21,365,537,357,447,,
C1136,Public,Bachelor's degree,,22,35,37,35050,Southeast,4211,51,95,,,,,,,,
C1137,Public,Bachelor's degree,,,,,38780,Southwest,740,72,98,18,23,440,523,420,540,,
C1138,Public,Bachelor's degree,,84,93,95,7094,Plains,1118,84,94,22,26,470,570,490,610,,
C1139,Public,Master's degree,,59,62,63,7430,New England,1705,64,59,,,,,,,,
C1140,Private,Master's degree,,90,94,95,8968,Southeast,3011,53,87,19,24,440,540,450,550,430,520
C1141,Private,Doctoral degree,,37,49,55,4790,Great Lakes,8129,71,87,17,23,468,575,473,585,370,545
C1142,Private,Doctoral degree,,,,,23170,Mid East,14925,76,100,21,26,490,600,490,590,490,580
C1143,Private,Master's degree,,29,42,44,23690,Far West,5561,55,100,,,,,,,,
C1144,Public,Bachelor's degree,,18,28,34,21300,Mid East,15065,54,98,21,27,,,,,,
C1145,Public,Bachelor's degree,,11,27,31,23812,Plains,490,100,92,,,,,,,,
C1146,Public,Bachelor's degree,,7,24,32,11277,Far West,6447,,73,21,26,,,510,590,,
C1147,Public,Doctoral degree,,22,38,43,25636,Southeast,892,71,99,21,25,470,590,470,590,,
C1148,Private,Master's degree,,0,3,17,17211,Great Lakes,1084,46,95,18,22,440,520,440,525,,
C1149,Private,Doctoral degree,,34,58,63,6317,Great Lakes,4660,98,96,21,26,460,560,470,580,,
C1150,Private,Master's degree,,29,36,38,28090,Far West,215,68,100,,,,,,,,
C1151,Private,Doctoral degree,,57,62,62,24930,Southeast,2220,34,77,19,26,460,558,463,578,,
C1152,Private,Doctoral degree,,14,23,26,10107,Mid East,1349,64,79,21,29,450,670,470,670,440,660
C1153,Private,Doctoral degree,,35,52,57,13149,Southeast,2381,64,77,23,28,530,630,540,630,,
C1154,Private,Doctoral degree,,81,86,87,8340,Mid East,2541,78,68,,,,,,,,
C1155,Private,Master's degree,,87,93,94,27042,Southeast,2812,78,100,20,26,470,570,480,580,,
C1156,Public,Master's degree,,37,56,60,13555,New England,4833,,77,24,30,520,660,510,630,,
C1157,Public,Doctoral degree,,63,73,74,33320,New England,1610,48,99,21,26,500,610,500,600,490,590
C1158,Private,Bachelor's degree,,23,45,51,40458,Great Lakes,4021,,74,15,18,420,650,420,640,380,610
C1159,Private,Bachelor's degree,,4,16,20,28852,Rocky Mountains,283,48,100,,,,,,,,
C1160,Public,Doctoral degree,,34,51,55,7186,Great Lakes,2384,89,82,,,410,510,420,530,,
C1161,Private,Bachelor's degree,,51,64,74,16024,Southeast,12624,89,98,30,32,620,720,650,740,,
C1162,Private,Bachelor's degree,,41,51,53,18230,Mid East,807,,99,22,29,516,653,499,639,507,648
C1163,Private,Master's degree,,45,62,64,9178,Southwest,229,91,96,15,23,430,540,410,530,420,520
C1164,Private,Doctoral degree,,30,56,67,6752,Southeast,5131,84,87,17,21,410,490,410,500,,
C1165,Private,Bachelor's degree,,33,39,41,8991,Far West,592,77,83,20,24,460,550,500,600,440,530
C1166,Private,Doctoral degree,,65,68,69,6998,Southeast,2358,67,93,19,26,450,570,450,580,440,570
C1167,Public,Master's degree,,76,78,80,22400,Plains,21267,56,100,17,20,430,510,450,530,,
C1168,Private,Master's degree,,44,55,55,28884,Great Lakes,351,,94,18,23,420,540,430,550,410,520
C1169,Private,Doctoral degree,,44,56,58,27840,Great Lakes,1065,66,100,20,25,440,580,455,600,,
C1170,Private,Doctoral degree,,23,46,51,23210,Rocky Mountains,2045,74,100,,,,,,,,
C1171,Private,Master's degree,,44,56,58,30149,Southwest,13937,70,68,18,22,450,540,450,540,440,520
C1172,Private,Doctoral degree,,63,76,77,33320,Rocky Mountains,4140,,100,22,28,500,610,500,610,,
C1173,Private,Doctoral degree,,0,0,0,6816,Southeast,1647,54,86,18,23,,,,,,
C1174,Private,Master's degree,,22,37,42,17418,Great Lakes,8019,67,100,21,27,423,605,470,580,420,560
C1175,Private,Doctoral degree,,,,,30350,Far West,30759,76,96,17,22,380,500,380,550,,
C1176,Private,Master's degree,,88,95,97,29589,Great Lakes,451,59,99,20,25,460,550,470,580,460,560
C1177,Private,Master's degree,,29,48,53,20450,Southeast,48702,70,94,,,,,,,,
C1178,Public,Doctoral degree,,36,41,41,14730,Great Lakes,1366,18,83,27,31,590,675,600,690,590,680
C1179,Public,Doctoral degree,,23,42,49,10780,Rocky Mountains,11301,,99,21,27,440,550,460,580,,
C1180,Private,Master's degree,,38,47,49,6578,Southeast,2244,23,90,21,27,480,640,500,600,470,610
C1181,Private,Doctoral degree,,10,13,15,6462,Southwest,8014,87,67,,,,,,,,
C1182,Private,Bachelor's degree,,62,68,69,27456,Southeast,7101,81,99,23,28,520,630,520,630,,
C1183,Private,Doctoral degree,,21,44,53,45446,Far West,3806,30,50,18,23,460,560,470,570,,
C1184,Private,Master's degree,,32,46,50,44718,Mid East,24414,72,59,,,,,,,,
C1185,Private,Bachelor's degree,,22,39,45,6248,New England,1045,,96,19,24,450,560,440,540,,
C1186,Private,Master's degree,,17,31,37,37162,Mid East,140,52,100,,,,,,,,
C1187,Public,Master's degree,,72,77,78,9470,Great Lakes,1233,61,97,22,28,525,650,515,615,465,605
C1188,Public,Master's degree,,4,12,20,39550,Far West,1852,72,89,21,26,480,600,500,600,470,570
C1189,Private,Master's degree,,13,27,35,6642,Far West,4353,88,84,18,24,350,490,420,548,,
C1190,Public,Doctoral degree,,60,81,85,41494,Far West,1704,58,100,21,25,,,,,,
C1191,Private,Master's degree,,59,68,70,5337,Far West,715,,92,17,22,410,520,430,540,,
C1192,Private,Doctoral degree,,33,47,48,,Southeast,10112,85,,16,19,410,490,410,490,390,480
C1193,Private,Master's degree,,12,27,32,21842,Plains,7422,67,99,,,580,690,620,730,,
C1194,Private,Master's degree,,18,31,34,23530,Mid East,8128,,100,,,,,,,,
C1195,Private,Doctoral degree,,47,54,55,27914,Great Lakes,893,,100,19,26,440,600,460,570,430,590
C1196,Public,Master's degree,,42,54,56,15901,Southeast,278,81,100,24,30,550,680,530,660,,
C1197,Private,Master's degree,,17,37,44,7947,Mid East,1118,79,92,18,23,430,520,440,540,,
C1198,Public,Master's degree,,20,36,42,25114,Mid East,1328,36,100,27,30,620,720,570,660,590,680
C1199,Private,Master's degree,,49,75,79,30740,Southeast,2640,63,100,20,22,420,520,410,550,390,505
C1200,Private,Bachelor's degree,,17,34,41,6628,Mid East,1065,,79,18,23,,,,,,
C1201,Private,Bachelor's degree,,,,,39450,Mid East,20053,97,100,22,28,470,580,510,610,470,580
C1202,Private,Doctoral degree,,89,96,96,6923,Plains,2436,76,91,,,550,650,540,650,,
C1203,Private,Doctoral degree,,59,71,73,33000,Great Lakes,270,,95,,,,,,,,
C1204,Public,Master's degree,,22,37,41,28250,Southeast,27897,85,100,28,32,620,720,660,760,630,730
C1205,Public,Bachelor's degree,,5,19,32,7368,Far West,955,66,99,18,24,390,490,440,530,,
C1206,Public,Doctoral degree,,31,36,38,45856,Great Lakes,1110,71,65,,,,,,,,
C1207,Public,Master's degree,,4,10,15,35756,Southwest,3414,55,77,20,26,490,600,480,605,,
C1208,Public,Doctoral degree,,47,67,70,8730,Great Lakes,10399,83,88,16,19,,,,,,
C1209,Public,Master's degree,,37,49,50,35835,Great Lakes,8546,60,99,19,25,470,610,470,600,,
C1210,Private,Bachelor's degree,,9,20,24,30690,New England,1512,84,100,22,28,490,610,500,630,,
C1211,Public,Master's degree,,21,41,48,38400,Southeast,481,,92,,,,,,,,
C1212,Private,Bachelor's degree,,17,31,39,7234,Mid East,932,55,62,,,,,,,,
C1213,Private,Master's degree,,59,79,83,25516,Great Lakes,1618,90,96,21,27,480,570,530,610,,
C1214,Public,Master's degree,,40,60,63,21878,Great Lakes,3434,60,96,15,23,390,480,380,500,380,480
C1215,Public,Doctoral degree,,15,35,43,17830,Southeast,19210,59,99,,,,,,,,
C1216,Private,Master's degree,,31,48,52,9450,Mid East,15227,53,75,25,29,540,640,550,650,550,650
C1217,Private,Master's degree,,90,92,93,12740,Southeast,10369,46,99,20,23,,,,,,
C1218,Public,Master's degree,,39,45,48,5856,Southwest,2078,,86,20,25,450,640,460,630,430,610
C1219,Private,Bachelor's degree,,29,40,43,6210,Great Lakes,1748,57,70,,,,,,,,
C1220,Public,Doctoral degree,,16,27,29,6045,Plains,4257,88,89,26,31,590,700,560,640,520,640
C1221,Private,Master's degree,,15,22,24,16950,Great Lakes,679,57,98,18,24,458,573,450,570,,
C1222,Public,Doctoral degree,,26,53,60,30758,Mid East,1892,61,98,21,26,470,600,480,620,,
C1223,Private,Master's degree,,14,31,38,37100,Mid East,690,72,98,23,28,520,630,520,620,530,640
C1224,Public,Master's degree,,27,41,43,28095,Plains,5368,59,94,20,24,470,570,460,540,,
C1225,Private,Doctoral degree,,41,50,53,,Plains,14309,22,,,,,,,,,
C1226,Private,Master's degree,,50,62,65,28504,Plains,15331,82,100,21,25,,,,,,
C1227,Private,Master's degree,,8,16,24,20200,Mid East,1501,42,90,,,,,,,,
C1228,Private,Doctoral degree,,9,29,38,28020,Mid East,3551,64,99,17,21,410,500,420,430,370,510
C1229,Private,Master's degree,,43,45,50,28926,Southeast,2684,59,94,22,29,580,680,520,670,,
C1230,Private,Master's degree,,18,36,39,30924,Plains,4969,58,100,,,,,,,,
C1231,Private,Doctoral degree,,72,81,82,,Great Lakes,33917,,,17,21,430,500,430,510,430,510
C1232,Public,Doctoral degree,,23,41,46,46625,Great Lakes,6080,50,88,17,20,400,490,420,530,,
C1233,Private,Master's degree,,24,49,60,,Far West,1154,87,,,,520,620,540,640,,
C1234,Private,Bachelor's degree,,10,14,16,30300,Great Lakes,1070,48,100,,,,,,,,
C1235,Private,Master's degree,,24,34,40,33650,Great Lakes,1681,80,100,19,23,410,520,400,520,410,500
C1236,Private,Master's degree,,38,44,45,35270,Far West,847,95,98,24,29,520,640,520,650,,
C1237,Private,Bachelor's degree,,50,61,63,25550,Far West,2147,36,100,15,22,400,540,410,510,378,510
C1238,Private,Bachelor's degree,,16,41,51,9840,Far West,4404,84,100,21,27,500,620,508,620,,
C1239,Private,Master's degree,,41,56,63,6241,Plains,4665,76,77,23,28,540,630,530,620,,
C1240,Private,Doctoral degree,,21,49,54,9798,Great Lakes,2297,32,63,23,27,480,580,490,610,480,580
C1241,Private,Bachelor's degree,,30,40,43,38200,Plains,874,97,99,17,22,410,490,390,520,,
C1242,Private,Bachelor's degree,,36,49,52,7563,Southwest,3711,81,97,26,30,540,630,600,680,550,650
C1243,Public,Doctoral degree,,41,76,82,9950,Southwest,8321,14,87,15,21,360,490,380,500,360,470
C1244,Public,Doctoral degree,,82,86,86,7946,Southeast,32165,54,95,23,28,510,620,510,620,510,610
C1245,Private,Master's degree,,33,33,33,14240,Great Lakes,1307,57,81,21,26,480,590,490,610,460,580
C1246,Private,Master's degree,,30,43,48,46167,Mid East,13868,93,77,21,27,,,,,,
C1247,Private,Doctoral degree,,4,10,14,26310,Southeast,2767,78,85,19,24,440,550,470,570,430,530
C1248,Private,Doctoral degree,,57,73,75,25000,Southwest,6736,62,99,,,,,,,,
C1249,Private,Master's degree,,27,38,42,31560,Far West,2062,73,100,29,33,620,720,630,740,620,720
C1250,Public,Doctoral degree,,13,33,41,32375,New England,12772,,97,,,,,,,,
C1251,Public,Doctoral degree,,66,70,71,6192,Far West,8954,61,94,17,23,400,490,360,490,380,470
C1252,Public,Master's degree,,59,72,74,8061,Mid East,1903,57,83,17,21,400,500,400,500,390,490
C1253,Public,Doctoral degree,,39,60,67,7536,Mid East,39540,82,97,,,,,,,,
C1254,Public,Doctoral degree,,30,51,56,13550,Plains,1159,41,93,20,25,460,570,490,590,460,570
C1255,Private,Doctoral degree,,86,90,90,9176,Southeast,2315,42,60,17,22,410,513,400,510,,
C1256,Private,Master's degree,,47,62,64,24566,Far West,362,83,99,17,21,420,530,430,550,420,530
C1257,Private,Doctoral degree,,,,,31000,Southeast,1124,43,100,17,22,410,520,410,520,400,500
C1258,Private,Doctoral degree,,31,41,45,5144,Mid East,1811,71,92,21,26,500,600,480,580,490,600
C1259,Private,Doctoral degree,,33,43,45,36465,Southeast,1795,66,96,23,28,540,630,550,640,510,610
C1260,Public,Doctoral degree,,87,91,91,7933,Plains,12723,77,71,15,20,380,480,390,510,,
C1261,Private,Master's degree,,37,43,43,25160,Southeast,1512,83,99,18,22,410,475,455,570,,
C1262,Private,Doctoral degree,,18,30,34,7429,Rocky Mountains,6371,91,81,21,26,465,605,445,570,453,593
C1263,Private,Master's degree,,24,47,55,6032,Great Lakes,738,54,91,,,420,510,440,530,,
C1264,Public,Doctoral degree,,71,79,79,37260,New England,1431,78,98,,,,,,,,
C1265,Private,Doctoral degree,,19,32,54,31496,Southeast,5025,,59,20,26,,,,,,
C1266,Private,Doctoral degree,,46,46,46,18750,Mid East,990,90,99,15,21,380,490,380,510,,
C1267,Private,Master's degree,,79,81,82,13443,Great Lakes,1979,32,88,25,30,550,650,580,680,,
C1268,Public,Master's degree,,28,35,45,11369,Plains,2900,58,98,,,,,,,,
C1269,Public,Doctoral degree,,13,27,33,38330,Southwest,4002,67,100,,,,,,,,
C1270,Private,Doctoral degree,,57,58,58,8790,Southeast,703,63,95,20,26,460,580,500,620,450,560
C1271,Private,Master's degree,,40,58,63,25200,Southwest,328,62,96,21,27,480,620,458,590,,
C1272,Public,Doctoral degree,,43,53,55,7818,New England,1535,58,81,17,23,400,550,420,530,,
C1273,Public,Master's degree,,65,70,70,44430,New England,970,88,66,,,,,,,,
C1274,Public,Master's degree,,52,58,58,12322,Mid East,10235,77,87,22,27,530,630,520,640,520,620
C1275,Public,Doctoral degree,,34,49,52,6096,Great Lakes,32077,68,81,23,28,540,640,500,610,520,620
C1276,Private,Master's degree,,34,50,51,34715,Southeast,4772,92,95,19,25,480,620,460,580,460,590
C1277,Private,Bachelor's degree,,6,19,26,41226,Southwest,16946,51,99,,,,,,,,
C1278,Private,Doctoral degree,,,,,13410,Southeast,1252,,82,,,,,,,,
C1279,Private,Bachelor's degree,,30,38,38,6292,Great Lakes,14670,99,80,,,,,,,,
C1280,Public,Doctoral degree,,25,50,50,21600,Southeast,8347,70,96,20,24,480,560,480,570,470,560
C1281,Public,Doctoral degree,,,,,46785,Mid East,2463,42,81,21,26,470,580,490,610,,
C1282,Private,Master's degree,,52,55,56,30290,New England,1930,92,100,20,24,450,570,450,570,,
C1283,Private,Master's degree,,64,66,68,8819,Great Lakes,1240,48,87,22,27,500,610,510,610,,
C1284,Private,Doctoral degree,,10,23,26,20268,Southeast,1615,96,100,19,23,423,635,430,594,408,510
C1285,Private,Master's degree,,40,56,61,22885,New England,14950,39,86,19,24,430,540,450,550,420,520
C1286,Public,Master's degree,,34,49,51,18795,Southeast,1077,49,100,20,24,490,540,480,620,490,570
C1287,Public,Doctoral degree,,42,46,47,16485,Far West,7545,72,87,19,25,520,570,500,620,,
C1288,Private,Doctoral degree,,68,79,81,45640,Rocky Mountains,8548,92,64,19,25,,,,,,
C1289,Public,Doctoral degree,,90,92,92,27364,Rocky Mountains,3533,49,100,,,,,,,,
C1290,Public,Doctoral degree,,53,61,63,10716,Plains,5391,51,88,,,,,,,,
C1291,Private,Bachelor's degree,,50,61,62,6220,Southeast,320,79,97,,,,,,,,
C1292,Public,Doctoral degree,,20,27,31,6129,Great Lakes,656,75,69,,,,,,,,
C1293,Private,Doctoral degree,,76,79,80,18670,Rocky Mountains,15467,62,92,18,23,400,520,440,520,,
C1294,Private,Master's degree,,11,20,22,5774,Mid East,5029,22,92,17,22,400,510,410,530,410,520
C1295,Private,Doctoral degree,,58,62,62,6700,Mid East,47663,82,80,17,24,380,530,390,510,370,490
C1296,Public,Doctoral degree,,5,18,27,36597,Plains,13552,38,100,22,27,510,600,520,610,,
C1297,Private,Master's degree,,43,52,53,16284,Plains,1662,72,92,25,32,560,710,570,690,,
C1298,Private,Doctoral degree,,11,30,38,26802,Southeast,27902,32,92,,,,,,,,
C1299,Private,Doctoral degree,,,,,22295,Great Lakes,1070,60,84,,,,,,,,
C1300,Private,Master's degree,,43,55,55,26800,Southeast,1858,57,98,,,,,,,,
C1301,Private,Bachelor's degree,,54,66,67,9160,Mid East,862,67,87,,,430,540,440,560,,
C1302,Public,Doctoral degree,,84,89,91,4291,Southeast,6025,54,87,,,,,,,,
C1303,Public,Doctoral degree,,29,44,47,25840,Plains,21303,63,100,,,,,,,,
C1304,Private,Master's degree,,71,75,76,25377,Far West,957,87,100,22,27,,,,,,
C1305,Private,Bachelor's degree,,49,60,60,24168,Southeast,700,34,98,,,,,,,,
C1306,Public,Master's degree,,58,64,64,7442,Great Lakes,9925,75,87,19,24,460,560,460,560,,
C1307,Public,Doctoral degree,,37,43,44,24500,Mid East,556,77,82,17,26,460,570,458,560,440,553
C1308,Public,Doctoral degree,,61,69,70,13670,Mid East,8243,88,99,,,,,,,,
C1309,Public,Doctoral degree,,50,64,66,7327,Mid East,5260,68,84,,,430,520,440,530,430,530
C1310,Public,Doctoral degree,,34,45,45,33565,Far West,4555,81,100,,,,,,,,
C1311,Public,Doctoral degree,,25,45,49,32424,Mid East,827,83,98,16,20,390,490,400,510,,
C1312,Public,Doctoral degree,,41,62,66,13602,Southeast,14386,79,84,21,25,480,610,440,620,460,600
C1313,Public,Doctoral degree,,21,36,41,29540,Southwest,3560,17,90,,,430,530,410,510,400,510
C1314,Public,Doctoral degree,,8,22,32,13800,Southeast,1323,75,77,,,,,,,,
C1315,Public,Doctoral degree,,26,45,50,13128,Southeast,4842,,91,22,27,500,620,503,620,490,620
C1316,Private,Doctoral degree,,20,32,32,15600,Rocky Mountains,1820,58,91,17,23,435,525,420,510,420,520
C1317,Private,Bachelor's degree,,64,70,70,36810,New England,2134,70,100,20,24,437,537,482,607,392,520
C1318,Private,Master's degree,,55,79,83,8080,Southeast,2189,46,93,21,26,,,,,,
C1319,Public,Master's degree,,30,44,47,6525,Southeast,26957,29,74,21,26,470,570,490,590,450,550
C1320,Public,Doctoral degree,,68,76,78,35920,Great Lakes,6983,65,99,,,,,,,,
C1321,Public,Doctoral degree,,23,39,44,5715,Southeast,492,74,93,27,31,590,660,600,670,,
C1322,Public,Doctoral degree,,9,20,26,46574,Southwest,5399,70,65,22,26,,,,,,
C1323,Private,Doctoral degree,,19,39,46,40540,Southeast,5084,64,100,24,29,550,640,570,660,560,650
C1324,Public,Doctoral degree,,5,20,26,24055,Mid East,7605,78,99,21,26,460,570,460,560,440,540
C1325,Private,Master's degree,,18,40,43,35720,Great Lakes,1560,33,98,18,24,470,500,450,540,410,560
C1326,Private,Master's degree,,29,29,29,25430,Mid East,1138,59,98,22,26,510,590,510,610,510,600
C1327,Public,Doctoral degree,,38,58,61,12998,New England,1023,68,80,,,,,,,,
C1328,Private,Bachelor's degree,,58,61,62,11087,Mid East,13459,54,99,17,23,400,520,410,540,,
C1329,Private,Doctoral degree,,50,60,61,45376,Southeast,2061,64,64,17,23,,,,,,
C1330,Private,Bachelor's degree,,72,82,84,7995,Great Lakes,6931,72,80,19,24,450,550,460,560,,
C1331,Public,Bachelor's degree,,30,50,60,28753,Plains,28518,84,99,22,25,480,560,490,590,480,570
C1332,Public,Master's degree,,,,,23662,Southeast,4058,,100,22,27,490,600,510,620,,
C1333,Private,Bachelor's degree,,35,51,51,17355,Far West,3179,83,100,22,26,470,590,460,600,,
C1334,Private,Bachelor's degree,,29,40,41,,Great Lakes,4924,63,,23,28,493,693,495,670,458,660
C1335,Public,Doctoral degree,,,,,25888,Great Lakes,553,,100,16,19,400,480,390,480,380,460
C1336,Public,Master's degree,,25,47,56,5220,Mid East,55697,54,98,23,29,520,630,550,660,490,610
C1337,Public,Doctoral degree,,65,71,72,7179,Southeast,1952,61,91,,,430,550,470,580,,
C1338,Public,Master's degree,,14,25,31,11911,Southwest,10928,74,69,17,24,400,520,400,520,380,470
C1339,Private,Master's degree,,52,57,58,17655,Great Lakes,6130,91,98,21,26,440,550,480,590,440,540
C1340,Private,Master's degree,,25,43,47,26180,Mid East,2558,50,100,28,32,600,710,630,760,620,720
C1341,Private,Master's degree,,,,,27724,New England,9903,85,100,,,,,,,,
C1342,Public,Master's degree,,35,47,53,42978,Far West,4946,,65,18,21,410,520,400,530,400,510
C1343,Private,Master's degree,,45,63,64,27695,Far West,20729,60,100,28,32,620,720,630,740,640,730
C1344,Private,Master's degree,,56,64,66,30132,Mid East,665,,100,21,27,490,600,500,610,,
C1345,Private,Master's degree,,46,53,55,8850,Mid East,16765,72,79,20,27,470,570,480,580,,
C1346,Public,Master's degree,,79,90,91,7438,Mid East,863,93,85,18,24,430,540,450,550,,
C1347,Public,Master's degree,,13,19,19,19700,Far West,5616,100,99,21,25,540,580,530,580,520,570
C1348,Private,Master's degree,,30,50,53,32770,Rocky Mountains,2390,42,98,25,29,540,640,550,650,,
C1349,Private,Doctoral degree,,42,64,70,33813,Southeast,4461,26,97,19,25,,,465,580,470,588
C1350,Private,Master's degree,,43,53,54,34678,Rocky Mountains,30030,40,94,27,31,600,700,610,700,610,700
C1351,Private,Master's degree,,2,31,33,29060,Mid East,12285,49,100,21,26,490,570,440,580,450,590
C1352,Private,Master's degree,,27,48,52,40294,Southwest,34616,72,71,16,21,,,,,,
C1353,Private,Master's degree,,90,96,98,33605,Mid East,2819,78,100,18,24,450,580,440,560,,
C1354,Private,Bachelor's degree,,27,41,45,12397,Southeast,2392,73,55,,,,,,,,
C1355,Private,Bachelor's degree,,34,52,56,32050,Southeast,1904,,99,,,,,,,,
C1356,Public,Bachelor's degree,,41,49,49,44848,Great Lakes,1621,61,55,20,25,453,550,450,560,450,550
C1357,Public,Doctoral degree,,12,27,32,30284,Mid East,9030,56,95,20,26,460,570,490,620,,
C1358,Private,Master's degree,,19,38,40,31300,New England,22166,,100,20,25,450,560,440,560,,
C1359,Private,Master's degree,,10,26,34,6069,Great Lakes,6551,90,86,20,26,480,590,470,590,450,568
C1360,Private,Bachelor's degree,,12,19,19,30470,Plains,5354,73,100,17,22,400,535,370,520,,
C1361,Public,Doctoral degree,,84,91,93,25002,New England,574,66,99,,,,,,,,
C1362,Private,Doctoral degree,,7,16,21,39100,Mid East,6555,69,100,18,23,430,530,430,540,420,520
C1363,Public,Master's degree,,27,43,46,25200,Mid East,2051,79,99,19,25,420,540,440,550,,
C1364,Private,Master's degree,,65,78,80,6100,Southeast,1143,,88,16,22,450,540,450,540,,
C1365,Private,Master's degree,,4,9,11,27380,Great Lakes,2257,43,87,17,22,410,520,420,540,370,500
C1366,Private,Bachelor's degree,,69,74,75,29798,Southeast,1481,,100,17,23,390,510,390,510,390,500
C1367,Public,Doctoral degree,,50,58,60,19640,Southeast,750,82,100,32,34,700,780,710,790,680,770
C1368,Private,Bachelor's degree,,34,56,60,46286,Plains,985,34,86,,,,,,,,
C1369,Private,Doctoral degree,,41,54,58,8322,Mid East,1875,79,86,20,24,450,550,490,560,,
C1370,Private,Master's degree,,49,64,69,,Far West,79,,,,,,,,,,
C1371,Public,Doctoral degree,,22,40,40,41120,Southeast,17505,67,93,22,27,498,640,468,673,,
C1372,Private,Doctoral degree,,80,81,81,13120,Great Lakes,2344,100,81,19,25,450,560,450,570,430,555
C1373,Public,Master's degree,,15,22,25,11918,Southeast,1481,48,87,20,26,480,575,465,570,480,540
C1374,Private,Doctoral degree,,52,57,58,24960,Great Lakes,4919,26,92,,,,,,,,
C1375,Private,Master's degree,,28,33,33,15816,Southeast,692,,75,20,25,460,560,470,570,,
C1376,Public,Master's degree,,34,35,35,13412,Southeast,6633,41,94,18,24,,,,,,
C1377,Private,Doctoral degree,,18,41,52,24400,Rocky Mountains,30488,51,85,18,23,410,520,420,530,400,500
C1378,Public,Doctoral degree,,5,11,46,29090,Great Lakes,1408,75,93,19,25,440,550,450,570,430,540
C1379,Public,Doctoral degree,,5,14,15,21790,Southeast,1018,77,100,23,27,520,620,530,630,,
C1380,Public,Doctoral degree,,55,69,71,10198,Far West,1884,79,97,18,22,410,520,410,530,410,510
C1381,Private,Bachelor's degree,,69,74,74,29990,Plains,558,47,100,,,450,550,470,580,,
C1382,Private,Master's degree,,16,35,42,15838,New England,3198,14,100,,,440,540,430,540,,
C1383,Private,Doctoral degree,,23,42,46,8053,Great Lakes,5979,64,79,21,27,430,570,460,610,,
