ID,Control,Highest degree offered,,Tuition and fees 2013-14 ($),Admission rate (%),Geographic region,Total enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Receiving financial aid (%)
C1397,Private,Doctoral degree,,8368,90,Great Lakes,2325,75,81,82,,,91
C1398,Public,Master's degree,,6382,89,Rocky Mountains,24629,40,46,48,20,26,80
C1399,Private,Doctoral degree,,43520,77,Far West,8341,52,62,64,21,27,68
C1400,Public,Doctoral degree,,24992,79,Plains,1163,32,51,55,16,20,100
C1401,Public,Master's degree,,14096,74,Far West,31964,23,39,43,,,89
C1402,Private,Doctoral degree,,7302,86,Plains,16860,59,63,63,,,94
C1403,Private,Master's degree,,6725,99,Southeast,16809,52,68,72,19,25,90
C1404,Private,Bachelor's degree,,3815,,Mid East,1971,44,62,67,20,25,94
C1405,Private,Doctoral degree,,25834,59,Great Lakes,26841,63,68,69,,,100
C1406,Private,Master's degree,,19940,61,Mid East,29466,33,50,53,16,21,98
C1407,Private,Doctoral degree,,6550,90,New England,21471,54,57,57,21,25,88
C1408,Private,Master's degree,,9300,74,Plains,23464,48,64,67,25,30,81
C1409,Private,Doctoral degree,,30356,64,Southwest,660,71,78,79,19,24,93
C1410,Private,Doctoral degree,,6108,70,Great Lakes,1216,24,32,33,24,27,86
C1411,Private,Master's degree,,4141,47,Mid East,12710,19,31,34,20,24,87
C1412,Public,Doctoral degree,,12000,58,Southeast,1607,51,63,64,18,23,100
C1413,Public,Doctoral degree,,28948,,Mid East,12213,21,33,37,23,28,86
C1414,Public,Master's degree,,12976,70,Southwest,24294,25,41,46,22,27,96
C1415,Private,Bachelor's degree,,28585,47,Southeast,172,57,71,73,17,21,100
C1416,Private,Master's degree,,24296,79,Rocky Mountains,840,68,71,72,,,99
C1417,Private,Master's degree,,6240,79,Southeast,4597,70,80,80,20,24,71
C1418,Private,Master's degree,,10100,75,Great Lakes,4046,62,71,71,20,24,99
C1419,Public,Bachelor's degree,,26050,46,Mid East,2190,27,36,38,20,25,100
C1420,Private,Doctoral degree,,9162,,New England,1459,55,69,71,21,28,73
C1421,Public,Master's degree,,20468,97,Plains,1492,15,31,34,23,28,100
C1422,Private,Bachelor's degree,,8893,81,Plains,4537,79,86,87,18,23,81
C1423,Public,Master's degree,,6610,95,Southwest,2481,51,75,79,32,35,94
C1424,Public,Bachelor's degree,,36960,55,New England,1519,19,36,40,,,99
C1425,Public,Doctoral degree,,36430,61,Southwest,1173,49,55,57,17,22,96
C1426,Private,Master's degree,,27480,79,Far West,1455,41,50,52,20,25,100
C1427,Public,Bachelor's degree,,5526,75,Mid East,28297,45,77,79,,,97
C1428,Public,Master's degree,,46010,81,Plains,3993,32,44,47,25,30,53
C1429,Public,Master's degree,,20700,57,Plains,2894,53,72,74,23,28,98
C1430,Public,Master's degree,,20724,69,Great Lakes,16646,0,0,67,17,22,90
C1431,Public,Bachelor's degree,,13354,72,Great Lakes,11707,46,59,63,19,25,94
C1432,Private,Master's degree,,9167,80,Southeast,8944,24,37,40,20,25,96
C1433,Public,Doctoral degree,,43580,87,Rocky Mountains,1381,49,54,55,24,29,68
C1434,Private,Doctoral degree,,29630,10,Rocky Mountains,2431,62,65,65,,,100
C1435,Private,Master's degree,,14776,54,Southeast,1872,32,44,46,22,28,90
C1436,Private,Bachelor's degree,,15714,79,Great Lakes,8117,0,15,43,21,26,94
C1437,Private,Doctoral degree,,6498,52,Great Lakes,1039,17,45,54,,,98
C1438,Private,Doctoral degree,,26370,66,Southwest,9301,24,38,38,18,25,100
C1439,Private,Master's degree,,,58,Far West,5410,21,43,49,23,28,
C1440,Private,Doctoral degree,,33417,73,New England,1960,,,,18,23,100
C1441,Private,Doctoral degree,,42849,,Mid East,39897,25,40,45,,,62
C1442,Private,Master's degree,,19800,69,Southwest,631,62,70,72,,,100
C1443,Private,Bachelor's degree,,27242,75,Mid East,4831,21,31,32,20,27,100
C1444,Private,Master's degree,,18254,49,Great Lakes,1039,45,54,55,20,25,98
C1445,Private,Doctoral degree,,23430,59,Great Lakes,1187,30,45,49,26,30,100
C1446,Private,Doctoral degree,,11454,89,New England,7340,,,,20,27,99
C1447,Private,Master's degree,,11382,47,Southeast,534,57,64,66,20,23,100
C1448,Private,Doctoral degree,,15130,75,Southeast,5644,6,25,25,21,26,79
C1449,Private,Doctoral degree,,7620,62,Southeast,17338,0,8,8,18,24,99
C1450,Private,Bachelor's degree,,27431,72,Mid East,19431,37,45,48,19,22,100
C1451,Private,Bachelor's degree,,7573,57,Southeast,21207,18,32,42,19,24,82
C1452,Private,Master's degree,,10620,48,New England,2871,,,,24,27,100
C1453,Private,Master's degree,,36720,76,Southeast,8164,45,60,61,20,25,99
C1454,Private,Doctoral degree,,34890,83,Far West,6342,25,36,38,,,100
C1455,Public,Master's degree,,7177,,Plains,42677,20,39,41,,,96
C1456,Public,Doctoral degree,,37926,66,New England,6222,49,57,58,29,32,100
C1457,Public,Master's degree,,27456,43,Great Lakes,16932,57,76,79,15,20,99
C1458,Public,Doctoral degree,,8100,81,Southeast,6778,57,78,82,27,30,95
C1459,Private,Master's degree,,19996,30,Plains,,19,38,45,16,22,100
C1460,Public,Doctoral degree,,6400,52,Southeast,21444,45,53,54,20,24,97
C1461,Public,Master's degree,,23330,66,Far West,1424,40,52,54,19,24,99
C1462,Public,Master's degree,,8694,,Southeast,609,43,57,59,21,25,88
C1463,Public,Master's degree,,44507,45,New England,15249,28,46,52,,,63
C1464,Public,Doctoral degree,,28500,16,Plains,2368,46,62,63,23,29,100
C1465,Public,Doctoral degree,,30460,60,Great Lakes,3486,23,39,46,20,25,100
C1466,Public,Master's degree,,42156,58,Southwest,2877,50,61,62,22,26,84
C1467,Public,Master's degree,,22040,74,Mid East,57466,56,67,68,,,98
C1468,Public,Doctoral degree,,36590,71,Rocky Mountains,356,47,64,67,21,26,75
C1469,Public,Doctoral degree,,36020,76,Southwest,11591,8,17,20,23,28,95
C1470,Private,Doctoral degree,,23170,92,Great Lakes,338,37,58,61,22,27,100
C1471,Public,Doctoral degree,,8548,76,Great Lakes,3404,15,30,36,20,27,89
C1472,Private,Bachelor's degree,,20595,46,Plains,5784,86,89,90,30,33,95
C1473,Private,Master's degree,,5793,22,Far West,3826,60,66,68,18,23,98
C1474,Private,Master's degree,,30740,88,Southwest,1241,23,46,58,19,24,100
C1475,Private,Doctoral degree,,25880,59,Southeast,260,38,54,57,29,32,97
C1476,Private,Doctoral degree,,7685,83,Plains,4398,25,39,51,26,32,87
C1477,Private,Doctoral degree,,25261,65,Southeast,6102,37,62,66,,,99
C1478,Private,Master's degree,,31500,64,Southeast,28649,41,56,59,20,25,100
C1479,Private,Master's degree,,18800,67,New England,1785,47,51,53,20,26,99
C1480,Private,Doctoral degree,,6630,54,Far West,5795,4,16,29,20,25,98
C1481,Public,Bachelor's degree,,7013,59,Mid East,2996,27,46,51,,,87
C1482,Private,Doctoral degree,,45564,67,Mid East,726,22,38,44,20,25,61
C1483,Public,Bachelor's degree,,12697,52,Mid East,8712,2,9,9,29,33,62
C1484,Public,Master's degree,,47244,80,Mid East,1513,45,51,53,17,23,51
C1485,Private,Master's degree,,30889,66,Southeast,34536,22,41,47,22,27,99
C1486,Private,Bachelor's degree,,7595,69,Mid East,5701,61,64,64,15,20,95
C1487,Public,Master's degree,,32814,75,Southeast,9755,23,35,39,,,100
C1488,Public,Doctoral degree,,7339,63,Southeast,4963,10,15,17,,,93
C1489,Private,Bachelor's degree,,11492,80,Plains,12229,36,45,47,20,25,98
C1490,Private,Bachelor's degree,,7144,,Plains,2274,80,88,88,22,26,74
C1491,Private,Master's degree,,20040,78,Southeast,2713,44,44,44,,,97
C1492,Private,Master's degree,,,52,Mid East,12085,41,47,48,21,27,
C1493,Private,Bachelor's degree,,11318,72,Mid East,2355,34,42,45,21,25,77
C1494,Private,Bachelor's degree,,28400,60,Southeast,5481,26,44,48,25,31,99
C1495,Private,Bachelor's degree,,6739,68,Southeast,6668,73,84,86,16,22,79
C1496,Private,Bachelor's degree,,20560,70,Plains,28389,58,67,67,16,22,99
C1497,Public,Master's degree,,23305,83,Far West,6032,79,84,84,25,31,98
C1498,Private,Bachelor's degree,,15400,96,Southeast,4579,88,94,96,22,30,92
C1499,Private,Doctoral degree,,13318,71,Great Lakes,2045,71,77,79,18,21,99
C1500,Private,Bachelor's degree,,26764,,Southeast,4827,13,36,45,13,17,100
C1501,Private,Master's degree,,19394,75,Great Lakes,3812,9,20,25,18,24,98
C1502,Private,Master's degree,,7720,93,Southwest,5232,69,79,81,19,25,84
C1503,Private,Master's degree,,27575,56,Southwest,8643,54,61,63,17,23,86
C1504,Public,Doctoral degree,,4404,59,Southeast,2400,22,22,22,18,23,92
C1505,Private,Bachelor's degree,,10403,,Rocky Mountains,66,,,,23,29,64
C1506,Private,Bachelor's degree,,9275,79,Far West,23258,33,40,40,21,25,96
C1507,Private,Master's degree,,38069,55,Mid East,8782,19,34,38,23,29,99
C1508,Private,Master's degree,,41456,61,Plains,1136,16,34,41,22,26,79
C1509,Private,Master's degree,,41868,59,Southeast,24445,13,22,27,,,97
C1510,Public,Master's degree,,24222,64,Great Lakes,1128,43,50,51,21,25,100
C1511,Public,Bachelor's degree,,41328,69,Mid East,2245,11,29,37,20,24,94
C1512,Public,Master's degree,,25678,68,Mid East,2326,6,17,25,27,31,100
C1513,Private,Bachelor's degree,,10918,68,Mid East,1229,24,37,38,,,78
C1514,Private,Bachelor's degree,,29934,48,Southeast,3462,9,9,9,21,25,100
C1515,Private,Master's degree,,6536,100,Great Lakes,574,32,39,41,21,27,85
C1516,Private,Bachelor's degree,,25710,57,Plains,2229,17,31,33,21,28,97
C1517,Private,Doctoral degree,,12022,56,Great Lakes,12124,41,68,74,22,28,77
C1518,Private,Master's degree,,13750,68,Far West,10696,18,36,39,22,30,94
C1519,Private,Bachelor's degree,,43800,87,Far West,971,28,42,45,20,25,76
C1520,Private,Master's degree,,6496,59,New England,2575,89,93,93,24,30,91
C1521,Public,Bachelor's degree,,36726,78,New England,2204,71,78,79,18,22,93
C1522,Private,Master's degree,,8129,57,Far West,4304,18,28,33,21,26,96
C1523,Private,Master's degree,,5600,63,Mid East,35546,3,20,25,26,31,87
C1524,Private,Bachelor's degree,,41800,,Great Lakes,3388,81,84,84,31,34,88
C1525,Private,Bachelor's degree,,35600,57,Mid East,1749,8,17,22,21,30,100
C1526,Public,Master's degree,,12235,21,Plains,2129,34,43,48,19,25,100
C1527,Private,Doctoral degree,,46652,11,New England,7089,15,28,31,18,23,69
C1528,Private,Master's degree,,22044,,Southeast,2842,21,42,51,17,24,100
C1529,Private,Master's degree,,19920,100,Plains,11300,51,57,58,,,100
C1530,Public,Master's degree,,7961,52,Far West,11212,47,52,53,24,29,88
C1531,Private,Bachelor's degree,,7514,80,Mid East,516,44,53,55,18,23,86
C1532,Private,Master's degree,,9037,66,Plains,6736,14,31,37,15,19,90
C1533,Private,Bachelor's degree,,15140,,Southeast,14077,33,50,51,21,27,100
C1534,Private,Master's degree,,22200,51,Plains,1411,0,2,3,16,20,97
