ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C0143,12,21,25,17,22,53,37,1398,2658,Public,Town: Remote,233,2185,Rocky Mountains,927,Master's degree,No,1026,92,N/A,440,533,450,550,440,530,3211,No,4971,5627,6448,7449,2284
C0144,16,32,41,20,26,76,42,2333,3075,Public,City: Large,,11800,Rocky Mountains,9196,Doctoral degree,No,10406,71,N/A,490,600,480,605,,,22206,No,7214,7394,7494,7933,13010
C0145,26,42,46,21,25,91,25,6401,7034,Public,City: Large,,7450,Rocky Mountains,2101,Doctoral degree,No,3871,76,N/A,470,580,470,600,,,11321,No,6029,6512,6688,7024,9220
C0146,44,66,70,24,29,88,30,19710,22473,Public,City: Small,,26242,Rocky Mountains,5921,Doctoral degree,No,5775,59,N/A,520,630,540,650,,,32017,No,8511,9152,9482,10347,26096
C0147,24,34,36,,,98,39,1158,1186,Private,City: Midsize,1145,1583,Rocky Mountains,395,Master's degree,No,3785,98,Undenominational,,,,,,,5368,No,22040,22960,23870,25046,4973
C0148,79,86,87,27,32,22,41,1288,5780,Private,City: Large,317840,2044,Rocky Mountains,20,Master's degree,No,17,53,N/A,610,710,610,720,620,700,2061,No,38898,40050,41892,44222,2041
C0149,41,66,70,27,31,37,22,4373,11682,Public,Suburb: Large,41918,5188,Rocky Mountains,1499,Doctoral degree,No,602,87,N/A,570,670,630,720,550,650,5790,No,13425,14453,15654,16485,4291
C0150,37,59,64,22,27,77,32,13914,17970,Public,City: Midsize,10399,23371,Rocky Mountains,7638,Doctoral degree,No,7815,73,N/A,510,620,510,630,,,31186,No,6895,7952,8649,9313,23548
C0151,32,32,32,,,,,,,Private,City: Large,,497,Rocky Mountains,0,Bachelor's degree,No,0,95,N/A,,,,,,,497,No,15024,15790,16154,17211,497
C0152,67,76,78,25,30,77,13,10539,13735,Private,City: Large,38352,8411,Rocky Mountains,6261,Doctoral degree,No,3367,85,N/A,540,660,560,660,520,630,11778,No,36501,37833,39177,40707,5517
C0153,17,33,37,20,25,88,39,2240,2560,Public,Town: Remote,1710,3670,Rocky Mountains,37,Master's degree,No,351,91,N/A,470,570,475,580,,,4021,No,4924,5592,6462,6923,3984
C0154,13,29,33,18,23,82,42,5304,6459,Public,City: Small,2499,7284,Rocky Mountains,100,Doctoral degree,No,2392,90,N/A,430,540,450,550,,,9676,No,6248,6548,6870,6725,9576
C0155,6,17,26,18,23,71,48,4175,5867,Public,City: Large,73,13508,Rocky Mountains,463,Master's degree,No,9244,68,N/A,460,590,470,610,,,22752,No,4093,4834,5341,5744,22289
C0156,20,39,41,,,80,60,63,79,Private,City: Small,6936,799,Rocky Mountains,609,Master's degree,No,193,63,N/A,,,,,,,992,No,25100,26360,27670,28790,383
C0157,27,43,46,20,24,70,37,5289,7602,Public,City: Small,6428,9735,Rocky Mountains,2763,Doctoral degree,No,2975,90,N/A,450,570,450,570,,,12710,No,5997,6623,6514,6968,9947
C0158,42,56,58,21,26,70,25,2100,3006,Private,City: Large,5991,5251,Rocky Mountains,4550,Doctoral degree,No,4471,98,Roman Catholic,490,600,470,600,,,9722,No,30598,31188,31800,32424,5172
C0159,18,28,33,18,23,94,31,2969,3147,Public,City: Midsize,2072,4051,Rocky Mountains,1882,Master's degree,No,3038,94,N/A,420,510,420,540,,,7089,No,5615,6270,7327,7327,5207
C0160,23,40,42,19,24,93,34,1411,1514,Public,Town: Remote,,1993,Rocky Mountains,211,Master's degree,No,411,91,N/A,430,560,430,550,,,2404,No,4775,5473,6449,7343,2193
C0161,0,15,43,,,68,28,470,689,Private,City: Midsize,2997,1469,New England,304,Master's degree,No,113,83,Roman Catholic,380,480,320,480,410,470,1582,No,24374,26294,28358,28378,1278
C0162,19,25,27,18,22,64,16,3351,5248,Private,City: Midsize,6939,3159,New England,2007,Doctoral degree,No,1683,93,N/A,410,500,420,510,410,500,4842,No,26370,27330,28140,29090,2835
C0163,20,45,52,19,25,64,36,3560,5551,Public,Suburb: Large,4351,8208,New England,2094,Doctoral degree,No,3657,84,N/A,450,540,460,560,450,550,11865,No,7861,8055,8321,8706,9771
C0164,,,,,,,,,,Public,Suburb: Large,1591,301,New England,0,Bachelor's degree,No,1279,,N/A,,,,,,,1580,No,,,,,1580
C0165,79,83,84,,,36,29,1734,4837,Private,City: Small,114620,1881,New England,7,Master's degree,No,41,53,N/A,,,,,,,1922,No,43990,43990,44890,46085,1915
C0166,68,81,83,25,30,54,25,14745,27479,Public,Suburb: Large,13387,22482,New England,7879,Doctoral degree,No,3429,77,N/A,550,650,580,680,,,25911,No,10416,10670,11242,12022,18032
C0167,32,48,51,20,24,65,30,3299,5112,Public,Town: Fringe,2472,4462,New England,189,Master's degree,No,906,82,N/A,460,550,470,550,470,560,5368,No,8350,8555,8911,9376,5179
C0168,79,81,82,,,71,15,6585,9254,Private,Suburb: Large,57869,3930,New England,1046,Doctoral degree,No,989,89,Roman Catholic,,,,,,,4919,No,39040,40580,41690,42920,3873
C0169,,,,,,,,,,Private,City: Midsize,32321,11,New England,281,Master's degree,No,270,,N/A,,,,,,,281,No,,,,,0
C0170,51,59,61,20,26,62,14,9338,15127,Private,City: Midsize,19519,5213,New England,1633,Doctoral degree,No,1607,98,N/A,470,570,480,580,,,6820,No,29852,30754,32172,33358,5187
C0171,31,38,39,,,58,27,670,1162,Private,City: Small,8945,747,New England,0,Bachelor's degree,No,119,100,N/A,,,,,,,866,No,26907,27714,28494,29458,866
C0172,44,53,55,20,25,74,16,7567,10169,Private,Suburb: Large,4809,5342,New England,1691,Doctoral degree,No,1213,95,N/A,460,550,470,580,460,560,6555,No,30750,31750,32750,33740,4864
C0173,72,76,76,22,27,67,13,13914,20699,Private,Suburb: Large,36852,7602,New England,2261,Doctoral degree,No,1201,89,N/A,490,580,510,610,500,590,8803,No,34250,36130,38000,39330,6542
C0174,63,69,70,,,76,15,5932,7781,Private,Suburb: Large,20869,4542,New England,2494,Doctoral degree,No,2441,95,Roman Catholic,,,,,,,6983,No,31440,32724,34030,35050,4489
C0175,37,50,52,18,22,86,21,737,860,Private,City: Small,11878,1220,New England,1591,Doctoral degree,No,1420,100,Roman Catholic,430,520,430,520,,,2640,No,28530,30310,31826,33417,1049
C0176,18,42,49,17,22,75,38,3673,4870,Public,City: Midsize,1343,7892,New England,2547,Doctoral degree,No,2912,81,N/A,410,510,410,510,420,530,10804,No,8050,8248,8570,9020,8257
C0177,81,85,86,25,29,32,25,2432,7652,Private,City: Midsize,206497,2188,New England,89,Master's degree,No,202,41,N/A,570,680,580,670,590,673,2390,No,42420,44070,45730,47510,2301
C0178,86,91,92,29,33,21,36,2102,10046,Private,City: Small,208049,3091,New England,299,Doctoral degree,No,114,51,N/A,640,740,660,740,650,750,3205,No,42384,43974,45928,47244,2906
C0179,21,40,45,,,65,34,2366,3613,Public,City: Small,,4465,New England,533,Doctoral degree,No,1560,81,N/A,,,,,,,6025,No,7909,8104,8440,8893,5492
C0180,90,96,98,32,35,7,66,2043,28977,Private,City: Midsize,1528324,11927,New England,6679,Doctoral degree,No,182,61,N/A,700,800,710,790,710,800,12109,No,38300,40500,42300,44000,5430
C0181,18,33,37,16,19,42,28,3703,8884,Public,City: Small,4724,3926,Mid East,444,Doctoral degree,Yes,410,97,N/A,410,480,410,490,390,470,4336,No,6731,7056,7336,7336,3892
C0182,68,79,82,24,29,65,26,16467,25458,Public,Suburb: Large,55964,19685,Mid East,3679,Doctoral degree,No,2481,82,N/A,520,630,540,650,520,630,22166,No,10208,11192,11682,12112,18487
C0183,11,20,22,16,23,62,30,1833,2933,Private,City: Small,4470,1463,Mid East,55,Master's degree,No,192,97,United Methodist,360,470,360,475,360,455,1655,No,20580,21565,22392,23590,1600
C0184,31,36,38,,,,,,,Private,Suburb: Large,4066,4698,Mid East,5010,Doctoral degree,No,8923,87,N/A,,,,,,,13621,No,9290,9470,9710,9950,8611
C0185,76,79,80,26,30,43,22,7566,17545,Private,City: Large,45966,10233,Mid East,5478,Doctoral degree,No,2585,80,United Methodist,590,690,570,660,580,680,12818,No,36697,38071,39499,40649,7340
C0186,62,68,69,22,27,60,22,3783,6298,Private,City: Large,45507,4756,Mid East,3012,Doctoral degree,No,1969,95,Roman Catholic,500,610,510,610,,,6725,No,33780,35460,36820,38526,3713
C0187,6,11,16,,,,,,,Public,City: Large,9456,2199,Mid East,299,Master's degree,Yes,2812,86,N/A,,,,,,,5011,No,5010,5010,5138,5138,4712
C0188,16,42,48,15,20,66,59,341,520,Private,City: Large,121176,1367,Mid East,484,Doctoral degree,No,194,88,N/A,348,435,345,495,,,1561,No,11226,11986,12806,13800,1077
C0189,76,80,81,27,31,33,33,7197,21756,Private,City: Large,63277,17109,Mid East,14907,Doctoral degree,No,8155,68,N/A,600,690,600,700,610,700,25264,No,42905,44148,45780,47343,10357
C0190,88,91,92,29,33,17,46,3413,20115,Private,City: Large,83669,14407,Mid East,10213,Doctoral degree,No,3442,53,Roman Catholic,650,750,660,750,,,17849,No,40203,41393,42870,44805,7636
C0191,40,56,61,21,26,49,24,5762,11687,Private,City: Large,55408,9123,Mid East,3323,Doctoral degree,Yes,1174,93,N/A,490,590,480,590,480,580,10297,No,18120,20171,22683,22683,6974
C0192,15,31,34,,,52,35,781,1493,Private,City: Large,12127,1301,Mid East,653,Master's degree,No,1205,99,Roman Catholic,,,,,,,2506,No,20575,20975,21125,21630,1853
C0193,22,35,37,17,21,47,16,3670,7845,Private,Suburb: Large,3670,5887,Southeast,4689,Doctoral degree,No,3143,97,Roman Catholic,420,520,420,520,410,490,9030,No,27200,28160,28160,28160,4341
C0194,23,43,49,15,18,67,21,4948,7429,Private,City: Small,12507,3671,Southeast,63,Master's degree,Yes,116,99,United Methodist,370,460,360,450,,,3787,No,13452,13990,14410,14410,3724
C0195,33,39,41,18,22,78,22,2093,2697,Private,City: Small,10304,1945,Southeast,512,Doctoral degree,No,352,79,N/A,410,520,410,530,410,510,2297,No,30900,31700,32600,33600,1785
C0196,13,17,17,,,36,76,21,58,Private,Suburb: Large,,591,Southeast,697,Doctoral degree,No,400,100,N/A,,,,,,,991,No,12048,12048,12048,12048,294
C0197,36,61,67,23,28,49,39,15572,31820,Public,Suburb: Large,2587,39966,Southeast,8256,Doctoral degree,No,19623,96,N/A,540,630,550,640,510,610,59589,No,5021,5584,6247,6317,51333
C0198,44,53,53,19,25,70,38,328,468,Private,City: Midsize,1742,479,Southeast,10,Master's degree,No,26,100,Undenominational,460,580,450,550,,,505,No,15440,16315,16715,17125,495
C0199,59,65,66,23,28,71,19,2779,3912,Private,City: Midsize,20145,1947,Southeast,0,Bachelor's degree,No,226,97,Presbyterian Church (USA),510,620,500,610,,,2173,No,33228,34546,35926,37362,2173
C0200,1,19,20,15,18,27,40,521,1907,Private,City: Large,1851,845,Southeast,0,Bachelor's degree,Yes,17,97,African Methodist Episcopal,350,440,360,440,340,430,862,No,10470,10994,11358,11525,862
C0201,34,53,56,21,27,74,31,3017,4074,Private,City: Small,10039,4831,Southeast,600,Doctoral degree,No,448,92,N/A,470,590,510,640,460,580,5279,No,29728,29852,30720,31334,4679
C0202,12,29,41,18,22,45,51,2263,5029,Public,City: Midsize,6827,9597,Southeast,1813,Doctoral degree,Yes,1146,95,N/A,430,520,420,510,410,490,10743,No,4635,5187,5785,5785,8930
C0203,15,33,41,20,24,48,29,11880,24889,Public,City: Small,7678,17779,Southeast,4969,Doctoral degree,No,12980,87,N/A,480,560,480,570,470,560,30759,No,3835,4264,4789,4790,25790
C0204,46,62,63,21,25,50,26,2691,5396,Private,Suburb: Small,21644,2746,Southeast,0,Bachelor's degree,No,93,85,N/A,540,580,530,580,520,570,2839,No,13860,14510,15340,16180,2839
C0205,9,9,9,20,26,59,87,225,383,Private,Suburb: Large,20266,533,Southeast,0,Bachelor's degree,No,25,94,N/A,470,590,460,570,,,558,No,12350,13180,13820,14490,558
C0206,39,52,54,23,28,60,17,4727,7820,Private,City: Small,11992,4138,Southeast,2387,Doctoral degree,No,1506,95,N/A,500,610,530,650,,,5644,No,32294,34990,36020,36020,3257
C0207,20,41,52,24,27,43,42,7122,16549,Public,Suburb: Large,5533,31932,Southeast,8521,Doctoral degree,No,15731,91,N/A,540,620,530,610,520,600,47663,No,5102,5678,6417,6496,39142
C0208,23,35,37,,,42,21,2063,4960,Private,Suburb: Large,5871,1430,Southeast,43,Master's degree,Yes,130,90,Baptist,,,,,,,1560,No,14024,14604,15000,14776,1517
C0209,47,57,58,22,27,50,26,2476,4963,Private,City: Small,32743,2283,Southeast,203,Master's degree,No,336,99,United Methodist,490,590,500,590,480,580,2619,No,24662,26112,27200,28580,2416
C0210,57,74,77,25,29,57,36,16803,29579,Public,City: Midsize,13906,34882,Southeast,8381,Doctoral degree,No,6027,95,N/A,560,640,550,640,560,640,40909,No,5238,5826,6402,6507,32528
C0211,65,83,87,26,31,47,51,12618,27107,Public,City: Midsize,28599,42490,Southeast,16710,Doctoral degree,No,7388,96,N/A,580,670,590,690,570,680,49878,No,5044,5657,6143,6263,33168
C0212,24,37,38,19,24,47,32,1657,3498,Private,City: Large,11979,2388,Southeast,732,Doctoral degree,No,1769,99,N/A,450,550,460,560,,,4157,No,26600,27900,29100,29900,3425
C0213,14,14,14,,,,,,,Private,City: Large,,64,Southeast,0,Bachelor's degree,No,385,50,N/A,,,,,,,449,No,7410,7410,7410,7410,449
C0214,59,67,68,,,93,85,4311,4620,Private,City: Midsize,,12264,Southeast,1090,Doctoral degree,No,4865,92,N/A,,,,,,,17129,No,14176,15064,15664,16284,16039
C0215,,,,,,,,,,Private,Suburb: Large,1158,113,Southeast,89,Master's degree,No,234,,Evangelical Free Church of America,,,,,,,347,No,,,,,258
C0216,71,81,82,28,32,40,18,11691,28907,Private,Suburb: Large,48576,15597,Southeast,5555,Doctoral degree,No,1338,75,N/A,600,700,630,720,590,690,16935,No,37836,39654,41220,42852,11380
C0217,44,44,44,,,81,76,54,67,Private,Suburb: Large,,189,Southeast,0,Bachelor's degree,No,0,95,N/A,,,,,,,189,No,14745,15478,14695,15995,189
C0218,21,43,50,23,26,53,28,5682,10635,Public,City: Large,6018,10829,Southeast,1820,Doctoral degree,No,5254,94,N/A,540,620,540,610,500,590,16083,No,4909,5627,6235,6353,14263
C0219,25,37,41,21,27,57,27,2487,4328,Private,Suburb: Large,2645,13390,Southeast,20514,Doctoral degree,No,12280,98,N/A,470,590,480,600,,,25670,No,22150,23214,24414,25430,5156
C0220,40,46,48,20,26,84,43,1361,1618,Private,City: Midsize,23183,2989,Southeast,877,Doctoral degree,No,775,100,Interdenominational,470,590,455,590,,,3764,No,23400,24100,24800,25532,2887
C0221,61,67,67,24,29,59,17,2785,4729,Private,Suburb: Large,113393,2589,Southeast,545,Doctoral degree,No,564,86,N/A,550,640,550,650,540,650,3153,No,37640,38400,39900,41460,2608
C0222,31,44,46,,,77,26,2435,3178,Private,Suburb: Small,2998,12228,Southeast,3635,Doctoral degree,No,4047,94,Roman Catholic,,,,,,,16275,No,18150,18870,19370,19920,12640
C0223,,,,,,,,,,Public,City: Small,1241,9118,Southeast,0,Bachelor's degree,No,22702,81,N/A,,,,,,,31820,No,2822,2988,3172,3232,31820
C0224,36,57,63,23,28,45,30,12900,28512,Public,City: Large,9188,29437,Southeast,10328,Doctoral degree,No,11991,98,N/A,530,620,550,640,510,610,41428,No,5198,5800,6334,6410,31100
C0225,28,36,38,16,21,46,63,332,727,Private,Suburb: Large,6553,1817,Southeast,1280,Doctoral degree,No,498,100,Roman Catholic,410,510,408,500,400,490,2315,No,22770,23910,25110,26370,1035
C0226,56,63,64,23,28,59,14,6227,10509,Private,Suburb: Midsize,41755,3828,Southeast,1315,Doctoral degree,No,216,100,N/A,540,640,530,630,510,610,4044,No,33424,35078,36644,38330,2729
C0227,24,35,38,17,23,59,69,1260,2124,Private,City: Small,2830,2634,Southeast,351,Master's degree,No,800,97,Assemblies of God Church,430,550,410,530,420,530,3434,No,16430,17718,18596,19986,3083
C0228,51,60,61,21,26,52,20,8011,15345,Private,City: Large,4130,6450,Southeast,761,Master's degree,No,810,95,N/A,480,570,500,580,480,560,7260,No,23218,23976,25222,25772,6499
C0229,26,40,40,17,21,34,42,427,1264,Private,Rural: Fringe,4235,975,Southeast,119,Master's degree,No,187,99,Church of God,410,490,410,500,,,1162,No,15980,16660,17480,18430,1043
C0230,2,31,33,17,24,64,34,602,944,Private,Town: Fringe,6633,671,Southeast,48,Master's degree,No,44,100,N/A,330,530,342,547,,,715,No,18742,19670,20418,21050,667
C0231,20,36,42,21,26,48,22,5937,12347,Public,City: Small,4664,8183,Southeast,2430,Doctoral degree,No,4405,91,N/A,460,570,460,560,440,540,12588,No,4154,4701,6238,6357,10158
C0232,66,70,72,,,67,28,896,1340,Private,Suburb: Large,281391,897,Southeast,0,Bachelor's degree,No,18,100,Presbyterian Church (USA),,,,,,,915,No,31283,32195,33461,34788,915
C0233,16,35,42,17,20,20,30,1643,8250,Public,City: Small,485,3241,Southeast,600,Master's degree,Yes,1019,99,N/A,420,480,400,470,,,4260,No,4592,5802,5912,6024,3660
C0234,10,26,34,19,23,70,52,2182,3118,Public,City: Midsize,1417,4987,Southeast,724,Doctoral degree,No,2114,91,N/A,460,550,450,540,,,7101,No,4510,4854,4942,5085,6377
C0235,33,47,48,18,22,54,48,500,934,Private,Town: Distant,2402,1291,Southeast,0,Bachelor's degree,No,148,95,Christian Churches and Churches of Christ,420,535,420,510,,,1439,No,15880,16226,17400,17400,1439
C0236,21,35,39,17,21,57,23,3336,5873,Private,City: Large,18051,3044,Southeast,829,Doctoral degree,Yes,414,98,United Methodist,390,470,380,470,,,3458,No,17954,18912,19830,21100,2629
C0237,50,58,60,24,29,60,29,2353,3901,Private,Suburb: Small,409661,2122,Southeast,82,Master's degree,No,101,100,N/A,530,640,530,630,520,610,2223,No,24620,26090,27650,29090,2141
C0238,30,40,45,19,21,78,12,1691,2160,Private,City: Small,13894,1528,Southeast,1154,Doctoral degree,No,1326,97,N/A,440,550,430,500,,,2854,No,20130,21124,22168,23350,1700
C0239,10,13,15,17,20,51,61,244,475,Private,Rural: Distant,27945,503,Southeast,0,Bachelor's degree,No,190,100,Baptist,400,490,410,500,370,480,693,No,17130,13790,12670,13560,693
C0240,9,22,29,18,21,48,56,976,2046,Public,Suburb: Large,686,4092,Southeast,368,Master's degree,No,3169,94,N/A,440,520,420,510,420,500,7261,No,4566,4926,5014,5153,6893
C0241,12,24,31,19,23,55,59,1757,3170,Public,City: Midsize,6514,5382,Southeast,1143,Doctoral degree,No,2774,93,N/A,440,550,430,540,420,530,8156,No,4996,5457,5357,5514,7013
C0242,48,57,58,23,28,57,42,644,1129,Private,Suburb: Large,24117,1102,Southeast,69,Master's degree,No,71,100,The Presbyterian Church in America,530,670,530,630,530,650,1173,No,26226,27220,28270,29100,1104
C0243,8,17,21,,,,,,,Public,City: Small,2488,3044,Southeast,0,Bachelor's degree,No,1971,93,N/A,,,,,,,5015,No,2522,3622,3732,3910,5015
C0244,31,41,45,,,48,37,419,876,Private,Town: Distant,4764,702,Southeast,0,Bachelor's degree,No,104,100,Pentecostal Holiness Church,410,510,420,530,,,806,No,13520,14550,15700,16800,806
C0245,84,89,91,29,32,26,30,4602,17475,Private,Suburb: Large,382343,13181,Southeast,6677,Doctoral degree,No,1332,53,United Methodist,620,710,650,750,640,730,14513,No,39158,41164,42980,44008,7836
C0246,8,22,30,,,33,47,1334,4076,Public,Town: Fringe,1782,2695,Southeast,322,Master's degree,Yes,485,97,N/A,380,460,370,450,,,3180,No,5562,6030,6180,6438,2858
C0247,41,76,82,28,32,55,38,8045,14645,Public,City: Large,77288,18743,Southeast,6913,Doctoral degree,No,2728,72,N/A,600,700,660,760,610,700,21471,No,8716,9652,10098,10650,14558
C0248,15,30,36,18,22,68,44,847,1245,Public,Town: Distant,4532,1946,Southeast,139,Master's degree,No,860,91,N/A,440,520,420,520,,,2806,No,4454,4786,4914,5035,2667
C0249,39,58,61,22,26,68,51,2754,4051,Public,Town: Distant,5101,5600,Southeast,822,Doctoral degree,No,951,95,N/A,530,610,520,620,510,600,6551,No,7852,8344,8618,8790,5729
C0250,26,45,50,21,25,52,66,5473,10525,Public,Town: Remote,2244,16767,Southeast,2613,Doctoral degree,No,3750,89,N/A,520,590,510,600,490,570,20517,No,5340,5659,5754,6071,17904
C0251,21,44,53,20,25,55,46,7592,13890,Public,City: Large,5272,23677,Southeast,7297,Doctoral degree,No,8488,91,N/A,480,580,480,590,,,32165,No,8698,9410,8157,8368,24868
C0252,57,80,82,26,30,56,48,10352,18458,Public,City: Midsize,2069,31364,Southeast,8258,Doctoral degree,No,3172,94,N/A,560,660,580,670,570,670,34536,No,8736,9472,9842,10262,26278
C0253,15,35,43,21,24,57,60,5355,9471,Public,Suburb: Large,1180,17690,Southeast,2008,Doctoral degree,No,6939,90,N/A,500,590,490,580,470,570,24629,No,5042,5340,5522,5818,22621
C0254,31,37,38,19,23,58,28,962,1648,Private,Town: Distant,55914,858,Southeast,84,Master's degree,No,82,99,United Methodist,460,550,450,540,,,940,No,22208,23272,24462,25690,856
C0255,22,22,22,,,75,35,603,809,Private,City: Small,,2342,Southeast,1965,Doctoral degree,No,388,92,N/A,,,,,,,2730,No,8580,8815,9057,7947,765
C0256,44,58,59,23,28,69,27,2666,3864,Private,City: Small,24270,6435,Southeast,3932,Doctoral degree,No,1916,100,N/A,540,630,540,640,,,8351,No,30560,31548,32466,33120,4419
C0257,39,51,54,18,23,67,27,1798,2690,Private,City: Large,52890,2006,Southeast,0,Bachelor's degree,Yes,164,94,N/A,450,550,450,560,430,550,2170,No,22444,23792,24744,25468,2170
C0258,,,,,,,,,,Public,Town: Fringe,,,Southeast,,Doctoral degree,No,,,,,,,,,,,No,,,,,
C0259,55,61,62,22,27,56,11,2455,4403,Private,Suburb: Large,18477,996,Southeast,9,Master's degree,No,104,97,N/A,520,630,510,610,490,610,1100,No,27950,29150,30150,31280,1091
C0260,4,16,21,14,18,44,22,1213,2771,Private,City: Midsize,,838,Southeast,0,Bachelor's degree,Yes,86,99,United Methodist,340,430,340,440,330,410,924,No,11794,12502,12502,13332,924
C0261,40,46,46,19,24,61,49,520,850,Private,Town: Distant,23346,1501,Southeast,1087,Doctoral degree,No,867,99,United Church of Christ,450,560,440,540,,,2368,No,18000,19000,19930,20730,1281
C0262,21,27,28,18,25,51,69,571,1111,Private,Rural: Fringe,31428,1225,Southeast,92,Master's degree,No,84,92,United Methodist,437,590,415,586,,,1309,No,17166,17670,18070,18670,1217
C0263,8,23,29,16,19,83,54,2425,2922,Public,City: Midsize,1037,4221,Southeast,170,Master's degree,Yes,551,99,N/A,390,460,380,460,370,450,4772,No,5624,6032,5290,5415,4602
